Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants,address
4337,FL,Palm Beach (County),WEST PALM BCH,33407,3,0,0,0,0,0,1,"$1,870",$0,"$1,370",$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33407,4800,2205,2086,111,8,0,1617,"$1,947,228",$0,"$1,200,782","$746,447",1616,1,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WESTPALMBEACH,33407,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WPB,33407,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),JUNO BEACH,33408,32,8,8,0,0,0,2,"$3,292",$0,"$2,792",$500,2,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),NORTH PALM BEACH,33408,326,131,129,1,1,0,85,"$98,912",$0,"$65,446","$33,467",85,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BEACH GARDENS,33408,3,2,2,0,0,0,1,"$1,370",$0,"$1,370",$0,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33408,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Duval (County),WEST PALM BEACH,33409,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Duval (County)"
4337,FL,Nassau (County),WEST PALM BEACH,33409,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Nassau (County)"
4337,FL,Okeechobee (County),WEST PALM BEACH,33409,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Okeechobee (County)"
4337,FL,Orange (County),WEST PALM BEACH,33409,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Orange (County)"
4337,FL,Palm Beach (County),HAVERHILL,33409,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BEACH FLORIDA,33409,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WE PALM BEACH,33409,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WESTGATE-BELVEDERE HOMES,33409,6,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PAL BEACH,33409,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM,33409,1,1,1,0,0,0,1,$342,$0,$0,$342,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BCH,33409,3,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33409,3644,1238,1195,39,4,0,1064,"$1,276,236",$0,"$860,862","$415,374",1064,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Highlands (County),PALM BEACH GARDENS,33410,1,0,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Highlands (County)"
4337,FL,Palm Beach (County),NORTH PALM BEACH,33410,38,12,12,0,0,0,7,"$6,952",$0,"$4,110","$2,842",7,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BCH GDNS,33410,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BEACH,33410,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BEACH GARDENS,33410,969,314,298,16,0,0,228,"$262,521",$0,"$173,244","$89,277",228,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),RIVIERA BEACH,33410,60,11,11,0,0,0,26,"$26,940",$0,"$16,440","$10,500",26,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33410,92,29,28,1,0,0,23,"$21,276",$0,"$12,593","$8,683",23,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Manatee (County),WEST PALM BEACH,33411,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Manatee (County)"
4337,FL,Orange (County),ROYAL PALM BEACH,33411,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Orange (County)"
4337,FL,Osceola (County),ROYAL PALM BEACH,33411,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Osceola (County)"
4337,FL,Palm Beach (County),GOLDEN LAKES,33411,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKE WORTH,33411,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BEACH,33411,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PALM,33411,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PALM BEACH,33411,1104,427,416,9,2,0,280,"$282,328",$0,"$160,777","$121,551",280,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PLM BCH,33411,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WELLINGTON,33411,26,3,3,0,0,0,9,"$12,960",$0,"$10,960","$2,000",9,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BCH,33411,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33411,2157,758,741,15,2,0,619,"$648,104",$0,"$422,178","$225,926",619,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Alachua (County),WEST PALM BEACH,33412,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Alachua (County)"
4337,FL,Palm Beach (County),PALM BEACH GARDENS,33412,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PALM BEACH,33412,3,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33412,308,104,100,4,0,0,90,"$101,663",$0,"$73,980","$27,683",90,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Miami-Dade (County),GREENACRES,33413,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Miami-Dade (County)"
4337,FL,Palm Beach (County),BOCA RATON,33413,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GREE,33413,1,0,0,0,0,0,1,"$1,870",$0,"$1,370",$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GREENACERS,33413,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GREEN ACRES,33413,57,20,20,0,0,0,11,"$10,322",$0,"$5,480","$4,842",11,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GREENACRES,33413,539,134,130,4,0,0,180,"$206,897",$0,"$145,713","$61,183",180,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKE BELVEDERE ESTATES,33413,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PALM ESTATES,33413,1,0,0,0,0,0,1,"$1,370",$0,"$1,370",$0,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33413,746,255,238,17,0,0,244,"$303,341",$0,"$221,090","$82,251",244,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST P BEACH,33413,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PALM BEACH,33414,196,49,46,3,0,0,50,"$56,471",$0,"$38,360","$18,111",50,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PLM BEACH,33414,1,0,0,0,0,0,1,"$1,870",$0,"$1,370",$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),VILLAGE OF WELLINGTON,33414,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WELLINGTON,33414,1481,509,489,15,5,0,386,"$412,689",$0,"$251,638","$161,051",385,0,1,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33414,60,20,20,0,0,0,18,"$20,383",$0,"$13,700","$6,683",18,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Miami-Dade (County),GREENACRES,33415,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Miami-Dade (County)"
4337,FL,Palm Beach (County),GREEN ACRES,33415,59,21,21,0,0,0,13,"$16,830",$0,"$12,330","$4,500",13,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GREENACRES,33415,380,96,95,1,0,0,136,"$165,459",$0,"$115,184","$50,275",136,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GRENACRES,33415,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),HAVER HILL,33415,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),HAVERHILL,33415,46,22,22,0,0,0,9,"$11,250",$0,"$5,480","$5,770",9,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKE WORTH,33415,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PA BEACH,33415,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),ROYAL PALM ESTATES,33415,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PAL BEACH,33415,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33415,3992,1406,1359,43,4,0,1142,"$1,303,887",$0,"$863,568","$440,319",1142,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PLAM BEACH,33415,1,0,0,0,0,0,1,"$1,370",$0,"$1,370",$0,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33416,4,2,2,0,0,0,2,"$3,240",$0,"$2,740",$500,2,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Okeechobee (County),WEST PALM BEACH,33417,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Okeechobee (County)"
4337,FL,Palm Beach (County),CENTURY VILLAGE,33417,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),CYPRESS LAKES,33417,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),HAVERHILL,33417,17,7,7,0,0,0,3,"$2,370",$0,"$1,370","$1,000",3,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKESIDE GREEN,33417,1,0,0,0,0,0,1,"$1,870",$0,"$1,370",$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKE WORTH,33417,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),PALM BEACH GARDENS,33417,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),SCHALL CIRCLE,33417,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WE PALM BEACH,33417,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BCH,33417,2,0,0,0,0,0,1,"$1,870",$0,"$1,370",$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33417,3350,1119,1077,42,0,0,1081,"$1,306,800",$0,"$923,693","$383,108",1080,1,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BRACH,33417,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Pasco (County),WEST PALM BEACH,33417,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Pasco (County)"
4337,FL,Palm Beach (County),PALM BEACH GARDENS,33418,532,168,163,5,0,0,151,"$163,201",$0,"$110,518","$52,683",151,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),RIVIERA BEACH,33418,81,26,25,1,0,0,15,"$19,084",$0,"$11,064","$8,020",15,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33418,33,15,15,0,0,0,9,"$6,740",$0,"$2,740","$4,000",9,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33422,2,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Sarasota (County),SARASOTA,33423,1,1,1,0,0,0,1,$342,$0,$0,$342,1,0,0,0,"4337, FL, Sarasota (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33425,4,1,1,0,0,0,2,"$3,240",$0,"$2,740",$500,2,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Bradford (County),BOYNTON BEACH,33426,1,0,0,0,0,0,1,"$1,152",$0,$652,$500,1,0,0,0,"4337, FL, Bradford (County)"
4337,FL,Palm Beach (County),BOYNTO BE,33426,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BCH,33426,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33426,1489,416,412,4,0,0,439,"$486,943",$0,"$323,684","$163,259",439,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOCA RATON,33427,1,0,0,0,0,0,1,"$1,370",$0,"$1,370",$0,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOCA RATON,33428,6,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Palm Beach (County),BOCA RATON,33428,1451,526,504,21,1,0,390,"$444,627",$0,"$312,387","$132,240",390,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOCA RATON SEPARATE HOUSE,33428,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Columbia (County),BELLE GLADE,33430,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Columbia (County)"
4337,FL,Glades (County),BELLE GLADE,33430,21,7,7,0,0,0,6,"$3,572",$0,$730,"$2,842",6,0,0,0,"4337, FL, Glades (County)"
4337,FL,Lake (County),BELLE GLADE,33430,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Lake (County)"
4337,FL,Palm Beach (County),BELLE GLADE,33430,3890,2314,2186,116,12,0,1459,"$1,682,250",$0,"$875,554","$806,696",1459,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BELLEGLADE,33430,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BELLE GLADE CAMP,33430,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BELL GLADE,33430,1,1,1,0,0,0,1,"$1,928",$0,$0,"$1,928",1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BELLGLADE,33430,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33430,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),DOUGLAS,33430,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOCA RATON,33431,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Palm Beach (County),BOCA RATON,33431,618,200,192,8,0,0,154,"$169,966",$0,"$117,074","$52,892",154,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),DELRAY BEACH,33431,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOCA RATON,33432,2,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Broward (County)"
4337,FL,Hillsborough (County),BOCA RATON,33432,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Hillsborough (County)"
4337,FL,Palm Beach (County),BOCA,33432,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOCA RATON,33432,945,303,297,6,0,0,268,"$303,178",$0,"$212,558","$90,620",268,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOCA RATON,33433,3,3,3,0,0,0,1,$250,$0,$0,$250,1,0,0,0,"4337, FL, Broward (County)"
4337,FL,Miami-Dade (County),BOCA RATON,33433,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Miami-Dade (County)"
4337,FL,Palm Beach (County),BOCA RATON,33433,1328,403,390,12,1,0,336,"$352,969",$0,"$236,583","$116,386",336,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOCA RATON,33434,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Palm Beach (County),BOCA RATON,33434,453,152,150,2,0,0,111,"$121,459",$0,"$80,934","$40,525",111,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33434,1,0,0,0,0,0,1,"$1,870",$0,"$1,370",$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOYNTON BEACH,33435,3,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Marion (County),BOYNTON BEACH,33435,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Marion (County)"
4337,FL,Miami-Dade (County),BOYNTON BEACH,33435,2,0,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Miami-Dade (County)"
4337,FL,Palm Beach (County),BOYNTON,33435,4,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33435,3792,1580,1496,79,5,0,1172,"$1,386,820",$0,"$866,954","$519,867",1172,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH FLORIDA,33435,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BRINY BREEZES,33435,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKE WORTH,33435,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LANTANA,33435,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),MIRAMAR,33435,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),OCEAN RIDGE,33435,28,9,9,0,0,0,6,"$6,980",$0,"$5,480","$1,500",6,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),WEST PALM BEACH,33435,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Levy (County),BOYNTON BEACH,33436,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Levy (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33436,2629,836,818,18,0,0,806,"$959,929",$0,"$669,444","$290,485",806,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH FL,33436,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),GREENACRES,33436,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LANTANA,33436,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),POMPANO BEACH,33436,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),BOYNTON BEACH,33437,1,0,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4337, FL, Broward (County)"
4337,FL,Palm Beach (County),BAYTON,33437,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BOYNTON BEACH,33437,1125,289,286,3,0,0,333,"$397,291",$0,"$289,174","$108,117",333,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),BRYANT,33438,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),CANAL POINT,33438,63,48,45,3,0,0,19,"$34,251",$0,"$22,820","$11,431",18,1,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Hendry (County),CLEWISTION,33440,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Hendry (County)"
4337,FL,Hendry (County),CLEWISTON,33440,1722,1083,962,112,9,0,580,"$616,136",$0,"$254,780","$361,356",580,0,0,0,"4337, FL, Hendry (County)"
4337,FL,Hendry (County),LAKE HARBOR,33440,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Hendry (County)"
4337,FL,Lee (County),CLEWISTON,33440,1,1,1,0,0,0,1,$342,$0,$0,$342,1,0,0,0,"4337, FL, Lee (County)"
4337,FL,Okeechobee (County),MIAMI,33440,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Okeechobee (County)"
4337,FL,Palm Beach (County),CLEWISTON,33440,8,6,4,1,1,0,5,"$6,866",$0,"$5,683","$1,183",5,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),LAKE HARBOR,33440,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),DEER BEACH,33441,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEERFIE BEACH,33441,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEER FIELD,33441,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEERFIELD,33441,7,2,2,0,0,0,2,"$2,149",$0,"$1,307",$842,2,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEERFIELD BCH,33441,11,4,4,0,0,0,3,"$2,807",$0,"$1,307","$1,500",3,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEERFIELD BEACH,33441,3324,1290,1235,51,4,0,1085,"$1,293,610",$0,"$856,483","$437,127",1082,3,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DERFIELD BEACH,33441,1,0,0,0,0,0,1,"$1,807",$0,"$1,307",$500,1,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DERRFIELD BEACH,33441,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),POMPANO,33441,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),POMPANO BEACH,33441,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Hillsborough (County),DEERFIELD BEACH,33441,1,0,0,0,0,0,1,"$1,514",$0,"$1,014",$500,1,0,0,0,"4337, FL, Hillsborough (County)"
4337,FL,Lake (County),DEERFIELD BEACH,33441,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Lake (County)"
4337,FL,Palm Beach (County),BOCA RATON,33441,1,1,0,1,0,0,1,"$9,872",$0,"$2,844","$7,028",1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Palm Beach (County),DEERFIELD BEACH,33441,6,2,2,0,0,0,1,"$1,370",$0,"$1,370",$0,1,0,0,0,"4337, FL, Palm Beach (County)"
4337,FL,Broward (County),DEERFIED BEACH,33442,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEERFIELD BCH,33442,4,1,1,0,0,0,1,"$1,807",$0,"$1,307",$500,1,0,0,0,"4337, FL, Broward (County)"
4337,FL,Broward (County),DEERFIELD BEACH,33442,1097,338,331,5,2,0,294,"$311,338",$0,"$201,918","$109,420",294,0,0,0,"4337, FL, Broward (County)"
