disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,hash,lastRefresh
2113,,,,,,,,,,a34468c41c18b2d7fd68e8f2e314e053,2019-12-09T15:26:08.985Z
2097,,,,,,,,,,0a2d2bda484079598c17be71ec25bec1,2019-12-09T15:26:09.042Z
2082,,,,,,,,,,bae46ea738942b593cd2c327295454ae,2019-12-09T15:26:08.998Z
2074,,,,,,,,,,838f34c7b93f7357165d0b49ace423d2,2019-12-09T15:26:09.059Z
2107,,,,,,,,,,975e812681ce990f65cdf63a15663087,2019-12-09T15:26:09.017Z
2099,,,,,,,,,,02b4a995d20e0e4a8736cc1a3174408a,2019-12-09T15:26:09.066Z
2084,,,,,,,,,,921887b0f1a092311ab3104ada9c5c36,2019-12-09T15:26:09.002Z
2087,,,,,,,,,,b2b7c889074e9818f8bb36d5399cb52d,2019-12-09T15:26:08.994Z
2109,,,,,,,,,,d3a5d30f1f0f17318057357a98e2a8cd,2019-12-09T15:26:09.025Z
2112,,,,,,,,,,8a5db362233b2c412138362fc50b5ff3,2019-12-09T15:26:08.957Z
2071,,,,,,,,,,3dc225555504c865e027f3a6577072b6,2019-12-09T15:26:09.069Z
2089,,,,,,,,,,fe969ff3020bacf847bd0aac3451bc62,2019-12-09T15:26:09.031Z
2096,,,,,,,,,,75e6e0b7cfd4b8c1962ed4f70cf86fe5,2019-12-09T15:26:09.062Z
2114,,,,,,,,,,10f24394f7a8a0a2bf1b3e1b572e669e,2019-12-09T15:26:09.037Z
2078,,,,,,,,,,23082baa163062ca8f4d368ec22459c1,2019-10-10T20:03:57.573Z
2076,,,,,,,,,,4762701f8e092963bd7e8bf831e6993a,2019-12-09T15:26:09.013Z
2061,,,,,,,,,,5954a070fe75bdcc57b2d0c72ae0c271,2019-10-10T20:03:57.561Z
2101,,,,,,,,,,aaedbd4621dbe397163705bc5d4de85c,2019-10-10T20:03:57.549Z
2086,,,,,,,,,,64519a2baa44c8e0b4224a2b3c8f8308,2019-12-09T15:26:09.046Z
2083,,,,,,,,,,b37bd20aa66868ff8616bbbedfe155ac,2019-12-09T15:26:09.008Z
2111,,,,,,,,,,97ede6be65e5bfc90a1f57263ee2390a,2019-12-09T15:26:08.995Z
2108,,,,,,,,,,650510385d9ac1af89d3794b5eccc34b,2019-12-09T15:26:08.977Z
2093,,,,,,,,,,6ac11757e2c2baa06d0715f412e98639,2019-10-10T20:03:57.584Z
2118,,,,,,,,,,9c11aa4443613252602234d888a06c69,2019-12-09T15:26:08.981Z
2103,,,,,,,,,,b18517c65bacc604c0708c2c0ccec345,2019-12-09T15:26:09.041Z
2125,,,,,,,,,,2ca8ac49df277bde86e2a67482aa2399,2019-12-09T15:26:09.006Z
2132,,,,,,,,,,0a48a3df9c1cd6a2bdf83ff0a03fa99b,2019-12-09T15:26:08.972Z
2145,,,,,,,,,,f89c7d397a1e3c437316eadce0747cc7,2019-12-09T15:26:08.962Z
2119,,,,,,,,,,49575419448db59cb2d600209a0706d4,2019-12-09T15:26:09.043Z
2142,,,,,,,,,,025ad445bd6408d0993c1f4c2b19b253,2019-12-09T15:26:09.029Z
2136,,,,,,,,,,2c1a7ecad22a6428e60523678bc30931,2019-12-09T15:26:08.978Z
2157,,,,,,,,,,5807a75f14504d3d51d31dbe70077baf,2019-12-09T15:26:09.054Z
2175,,,,,,,,,,a01a0a5103b95fb99a294d77b97068e5,2019-12-09T15:26:09.045Z
2200,,,,,,,,,,9ba96caa8356f7d465b70c145920c51f,2019-10-10T20:03:57.559Z
2225,,,,,,,,,,fe2f25d8d8196652d463ac1fcdd44940,2019-12-09T15:26:09.006Z
2129,,,,,,,,,,1c3ab7610c94943e674527336dcfd34b,2019-12-09T15:26:08.958Z
2154,,,,,,,,,,b25ad0ea72dd6464a279fce35f392910,2019-12-09T15:26:09.007Z
2127,,,,,,,,,,712e5d64fba336d2f8a53f9214e62c1f,2019-12-09T15:26:08.976Z
2140,,,,,,,,,,25795d0f4f436c44008756b8d6781880,2019-12-09T15:26:08.959Z
2131,,,,,,,,,,886410c2a5abc5b7551fb8f198fe9675,2019-12-09T15:26:09.027Z
2152,,,,,,,,,,52d8fbe3a49f73c197a228da9e988d9d,2019-12-09T15:26:09.031Z
2122,,,,,,,,,,7485b894b268a19f7c12b315cc28f3fa,2019-12-09T15:26:09.067Z
2135,,,,,,,,,,74e41d0650746e7803117600ba0396c3,2019-12-09T15:26:08.961Z
2126,,,,,,,,,,86de4db687cfd4a73e18960eb5db725d,2019-12-09T15:26:08.999Z
2147,,,,,,,,,,b474915251b0b474a81c77b622cf5643,2019-12-09T15:26:08.970Z
2165,,,,,,,,,,368e656160bfb16b00923e8e753bba13,2019-12-09T15:26:09.040Z
2190,,,,,,,,,,e9d67c723cb91b78aa4751ce4338d74b,2019-10-10T20:03:57.576Z
2215,,,,,,,,,,7f440b9ca62a7dfc446fd02063844338,2019-10-10T20:03:57.548Z
2120,,,,,,,,,,09e292b616585049435a15787b4706ac,2019-12-09T15:26:08.987Z
2144,,,,,,,,,,4909ea8c9f4e9dfce2a6afb4487c17bd,2019-12-09T15:26:08.989Z
2169,,,,,,,,,,88098f970bdecb2c155465ab568759b8,2019-12-09T15:26:08.964Z
2121,,,,,,,,,,81ba4272956306b061e7c70467991622,2019-12-09T15:26:09.035Z
2146,,,,,,,,,,8330548cf2b10688c811ea8ef5bddd0c,2019-12-09T15:26:09.028Z
2160,,,,,,,,,,a0b9c4c68c57fc2d0671bde12ffd9765,2019-12-09T15:26:09.011Z
2185,,,,,,,,,,87ca6ccbb93fbfad49e5011254b801ab,2019-12-09T15:26:09.038Z
2210,,,,,,,,,,693d6f850f25fda1446e86c8e52fe0d8,2019-12-09T15:26:08.980Z
2156,,,,,,,,,,341172bf8e9441f3427b90685d9b3bad,2019-12-09T15:26:09.039Z
2139,,,,,,,,,,6281b554e627625ec2bdeb2289f01600,2019-12-09T15:26:09.001Z
2164,,,,,,,,,,143fb6e5a9e1cbd6bc5a1bd49023aad9,2019-12-09T15:26:08.988Z
2176,,,,,,,,,,502acc7db3b9bcc0347a445eb3d96932,2019-10-10T20:03:57.718Z
2130,,,,,,,,,,3d7807ad81a0fafad8f9769b3577d4ea,2019-12-09T15:26:09.034Z
2201,,,,,,,,,,c9f78b5ab526a672b9a5d145a4f44530,2019-12-09T15:26:09.048Z
2226,,,,,,,,,,f7d245d2112ce7300347e85b3fd1e8da,2019-12-09T15:26:08.999Z
2179,,,,,,,,,,8b2cf4a9597da87e13394bcf7bb872f5,2019-12-09T15:26:09.019Z
2166,,,,,,,,,,cbf6afd3dcb08c1fe416e61901d8d736,2019-12-09T15:26:09.033Z
2204,,,,,,,,,,84a441fa252f1564d60857ab088094cf,2019-10-10T20:03:57.576Z
2191,,,,,,,,,,e64ddb849da157d7827474e547b4ad0c,2019-10-10T20:03:57.573Z
2229,,,,,,,,,,d48b5e739588183b441ef54c33d9070d,2019-12-09T15:26:08.958Z
2216,,,,,,,,,,b6d8be634e59088de7a0130119778dc3,2019-12-09T15:26:09.043Z
2123,,,,,,,,,,b14bde68c7a263e3efee8ebc68dde6cb,2019-12-09T15:26:08.992Z
2241,,,,,,,,,,7a4efeafcaec39abd12e8d772775b6c0,2019-10-10T20:03:57.822Z
2167,,,,,,,,,,1135c527bd9da1f2d619573f1db4fb7c,2019-12-09T15:26:09.020Z
2194,,,,,,,,,,312bdad50169bc57a59cdbd089604a60,2019-12-09T15:26:09.064Z
2192,,,,,,,,,,2adce4dc3b9362eb74c1c51653c7fbf4,2019-10-10T20:03:57.744Z
2219,,,,,,,,,,567c949ca507cce53e6e82d0dd1f23b5,2019-12-09T15:26:09.044Z
2244,,,,,,,,,,bb065c8fc25e723d9fbb1f8658464ae7,2019-12-09T15:26:08.989Z
2170,,,,,,,,,,f36a97514589dbe4862723add5c8f551,2019-12-09T15:26:09.026Z
2138,,,,,,,,,,d56c6b1178799e5d921cdb104de9b10f,2019-12-09T15:26:09.004Z
2195,,,,,,,,,,ab4701a5190f0c34332ed73cd8beb03e,2019-10-10T20:03:57.762Z
2182,,,,,,,,,,ff2f1d5812a7f7927bc9b200f5d038bd,2019-12-09T15:26:08.998Z
2220,,,,,,,,,,f5f0b4542d7b39d1749ba166568765e1,2019-12-09T15:26:08.987Z
2137,,,,,,,,,,5e1f473b7151d625447c926f9853c4ce,2019-12-09T15:26:09.050Z
2124,,,,,,,,,,7a92dc9e97748d673209c9bdb3a8688b,2019-12-09T15:26:09.021Z
2150,,,,,,,,,,5f2d2d289bc552a9607d3ad63a8ce7c4,2019-12-09T15:26:09.016Z
2149,,,,,,,,,,d9f4d5bea3ab628813c7f22d426d2ee0,2019-12-09T15:26:09.024Z
2141,,,,,,,,,,7701e0063a169703223de908d957aadf,2019-12-09T15:26:09.071Z
2161,,,,,,,,,,74f65c68f26fcd19b050da0f9ff29479,2019-12-09T15:26:09.055Z
2155,,,,,,,,,,8b66a9240e1eae55fec129151d93652e,2019-12-09T15:26:09.036Z
2186,,,,,,,,,,cdffb3f30675029c9fd69a7dd3d1f2c3,2019-12-09T15:26:09.046Z
2180,,,,,,,,,,e6f50040875e53f42332e34bf61b9566,2019-12-09T15:26:09.033Z
2211,,,,,,,,,,49a6e0b258897a9a8b88f845b72cc4a1,2019-10-10T20:03:57.552Z
2205,,,,,,,,,,e6a6926c6bd452bc893c8e4175190434,2019-10-10T20:03:57.578Z
2236,,,,,,,,,,1b5761461a32b7cdec4de48d68ed0c57,2019-10-10T20:03:57.540Z
2151,,,,,,,,,,06bcf6d89f1e29c96c69ec4e07744329,2019-12-09T15:26:08.975Z
2189,,,,,,,,,,d1b48b78e48a6d77a38cbfefa86e949e,2019-12-09T15:26:09.031Z
2214,,,,,,,,,,d6b952f5c2b25ede1d023a3775cd561c,2019-10-10T20:03:57.549Z
2239,,,,,,,,,,a12241482d721d067d7806c1230386fb,2019-12-09T15:26:09.001Z
2133,,,,,,,,,,c7b47034ab69701101efee6547124689,2019-12-09T15:26:08.990Z
2177,,,,,,,,,,27035a9c4f52e2fe593f7a612c6c4087,2019-12-09T15:26:09.003Z
2181,,,,,,,,,,22869efb68db1a6e9743e1967943e85b,2019-12-09T15:26:09.047Z
2206,,,,,,,,,,e145aba24770a8a7cfe5f6aba9c0f643,2019-10-10T20:03:57.766Z
2231,,,,,,,,,,1d5c5046b5db38520f31e10d620f903d,2019-12-09T15:26:09.027Z
2184,,,,,,,,,,7bca291c1458b91dc6e0ac97221d7e1c,2019-12-09T15:26:09.002Z
2209,,,,,,,,,,398d585defb1ef62dae6099620b2553d,2019-10-10T20:03:57.720Z
2234,,,,,,,,,,8cc57ef10b0854b6649fc2db24e90241,2019-12-09T15:26:09.000Z
2128,,,,,,,,,,0c1d30f3268a047b7629ec66dc00b7fa,2019-12-09T15:26:08.974Z
2172,,,,,,,,,,9306221eb62294c16bf99393e2431aac,2019-12-09T15:26:08.979Z
2134,,,,,,,,,,2825a53a2253ccad29cb5ccde49a961a,2019-12-09T15:26:09.000Z
2159,,,,,,,,,,c85dedc6041d37ea643b72b10677f125,2019-12-09T15:26:09.050Z
2171,,,,,,,,,,f12c1a9c2142080daf641af8c8d29538,2019-12-09T15:26:09.069Z
2196,,,,,,,,,,75d57725dcaa603d3c163f18c05d6d62,2019-10-10T20:03:57.733Z
2221,,,,,,,,,,7a95fd4dbf7ab89e1e7c35f741520fa6,2019-12-09T15:26:09.035Z
2174,,,,,,,,,,2f55e07e0dbe9c5d0149ae8485b1f3d9,2019-12-09T15:26:09.059Z
2199,,,,,,,,,,1b50c185b2826e1e2668d6e16e72be04,2019-12-09T15:26:09.066Z
2224,,,,,,,,,,57a03a6f25a8cf8857f1b2d443466311,2019-12-09T15:26:09.021Z
2249,,,,,,,,,,d18c759d42edfbd353326a6308f6229d,2019-10-10T20:03:57.590Z
2162,,,,,,,,,,79192586b855c8795fde5605fb54e63c,2019-12-09T15:26:08.969Z
2187,,,,,,,,,,2295340a061ebb641f3ef779e347e947,2019-12-09T15:26:08.994Z
2256,,,,,472703,472703,,2020-01-04T00:00:00.000Z,,4b4af06f80e310eacde6eef2cfae63d7,2020-01-04T03:23:29.286Z
2266,,,,,406510.13,406510.13,,2020-01-04T00:00:00.000Z,,06d9a402973f97badc9206c183bdbd9f,2020-01-04T03:23:29.326Z
2281,,,,,,,,,,40ab1fa880b6a99531da64c18211c752,2019-10-10T20:03:57.783Z
2259,,,,,405179.6,405179.6,,2020-01-04T00:00:00.000Z,,d3413de04af34fbc4cb9d5a09f0804f2,2020-01-04T03:23:29.332Z
2274,,,,,27252.68,27252.68,,2020-01-04T00:00:00.000Z,,ac070ea855df8b4b488159fcb7eef7d6,2020-01-04T03:23:29.291Z
2284,,,,,,,,,,f1dd1300299363a2fe855fcf72aee00d,2019-10-10T20:03:57.817Z
2299,,,,,4262388.45,4262388.45,,2020-01-04T00:00:00.000Z,,edba712c8e9fe175987c3bfeb7fcaac1,2020-01-04T03:23:29.331Z
2309,,,,,3209125.2,3209125.2,,2020-01-04T00:00:00.000Z,,307db67afe8953f041894b7a336c8d74,2020-01-04T03:23:29.307Z
2324,,,,,2496378.6,2496378.6,,2020-01-04T00:00:00.000Z,,b69b93086410e7e9e44c4e2f3c855959,2020-01-04T03:23:29.275Z
2334,,,,,72256.34,72256.34,,2020-01-04T00:00:00.000Z,,21d3aa7452140a58f8382b21964c1828,2020-01-04T03:23:29.280Z
2349,,,,,1000625.76,1000625.76,,2020-01-04T00:00:00.000Z,,daf8725fafcce19f44ad9f1d433cdbe5,2020-01-04T03:23:29.333Z
2359,,,,,673337.53,673337.53,,2020-01-04T00:00:00.000Z,,d1304d82058a9d7a7b8201e25ed40745,2020-01-04T03:23:29.332Z
2143,,,,,,,,,,4f489c4fffa84c14776e1619173d6212,2019-12-09T15:26:08.982Z
2153,,,,,,,,,,e25fa77928eb8696b719b895068b47e6,2019-12-09T15:26:09.060Z
2168,,,,,,,,,,32658c85fc8337fce63f3a32f9216036,2019-12-09T15:26:08.968Z
2178,,,,,,,,,,e220d653f6a67d42d7576ed8a147e074,2019-10-10T20:03:57.573Z
2193,,,,,,,,,,7faeba979aaa366bee9c9e00fc70553a,2019-12-09T15:26:09.056Z
2203,,,,,,,,,,ff8040e4ae5726666376074f3c692a03,2019-10-10T20:03:57.779Z
2218,,,,,,,,,,145528d579435774242438c8359c5335,2019-12-09T15:26:08.982Z
2228,,,,,,,,,,bcaec447c87fba28fa892fc764e429b4,2019-12-09T15:26:08.974Z
2243,,,,,,,,,,0693b8292d31ad60eb905b1ca3043994,2019-12-09T15:26:08.983Z
2253,,,,,579368.3,579368.3,,2020-01-04T00:00:00.000Z,,8b53656a4352afeac7793eed69d0da75,2020-01-04T03:23:29.282Z
2268,,,,,,,,,,dec4794a0105b81706b55e55f6bf25ca,2019-10-10T20:03:57.721Z
2202,,,,,,,,,,945db6906755d3ab9efff52c1e405d57,2019-12-09T15:26:09.039Z
2217,,,,,,,,,,1a0210cee7f138cda8e3505efff44643,2019-12-09T15:26:09.057Z
2227,,,,,,,,,,4501b7a61c15b59c14af6c35733117d7,2019-12-09T15:26:08.976Z
2242,,,,,,,,,,614d80aef1abbd462fa9f37f007ae7d6,2019-12-09T15:26:09.030Z
2252,,,,,993223,993223,,2020-01-04T00:00:00.000Z,,4ed679cd3cd6037b4dd1b5d24308e9c7,2020-01-04T03:23:29.344Z
2267,,,,,,,,,,171362aad3b228944402097a770fcce3,2019-10-10T20:03:57.799Z
2277,,,,,,,,,,2310e7e2e2dd373a37125ba9d8a656b9,2019-10-10T20:03:57.714Z
2292,,,,,132351.32,132351.32,,2020-01-04T00:00:00.000Z,,9a5b79c4f7bb0aa4c54865421981f7e7,2020-01-04T03:23:29.363Z
2251,,,,,1287229.08,1233867.6,53361.48,2020-01-04T00:00:00.000Z,,e13f25fcbc186510fa747bbea6254a15,2020-01-04T03:23:29.340Z
2276,,,,,,,,,,283f0d7b43b89572215ab469a05ae1e5,2019-10-10T20:03:57.718Z
2269,,,,,728217.43,728217.43,,2020-01-04T00:00:00.000Z,,6216c91af9916c29e0f06fd429c730e5,2020-01-04T03:23:29.284Z
2294,,,,,0,0,,2020-01-04T00:00:00.000Z,,cdf5967140eaed9f6573054844ce6a9b,2020-01-04T03:23:29.327Z
2319,,,,,1050617.89,1050617.89,,2020-01-04T00:00:00.000Z,,4d008cfb04a33de4140a6d2df78da3d7,2020-01-04T03:23:29.329Z
2344,,,,,98597.18,98597.18,,2020-01-04T00:00:00.000Z,,1c80a679ff758dc3234b2f7c82a8fa00,2020-01-04T03:23:29.335Z
2369,,,,,293179.37,293179.37,,2020-01-04T00:00:00.000Z,,a432722d4c741c4f13aedd125aafe270,2020-01-04T03:23:29.284Z
2163,,,,,,,,,,0dbdd065b0be497006966c4fbda6bab0,2019-12-09T15:26:08.986Z
2188,,,,,,,,,,5a97545a099abc5f17207346c71a47d9,2019-12-09T15:26:08.997Z
2213,,,,,,,,,,d43537c92d4b634e8cbf7a1497f893d6,2019-12-09T15:26:08.985Z
2238,,,,,,,,,,1c8b51b1d69f4a9db8026efa11a019a8,2019-12-09T15:26:09.005Z
2263,,,,,,,,,,cc4c7e9c46df7874ebb2db719a87bfc9,2019-10-10T20:03:57.569Z
2261,,,,,685887.95,685887.95,,2020-01-04T00:00:00.000Z,,338cc171dcda8c5dfeb3ec2e886caf68,2020-01-04T03:23:29.316Z
2212,,,,,,,,,,97a2e5878dc8c971148b943867b92c34,2019-10-10T20:03:57.580Z
2254,,,,,1273616.4,1273616.4,,2020-01-04T00:00:00.000Z,,470b51e6e6e168bff3b478620c4de731,2020-01-04T03:23:29.303Z
2237,,,,,,,,,,d462316a055db3077fe84bd295348bd9,2019-12-09T15:26:09.051Z
2279,,,,,,,,,,7d81ba2ca62eb5aa7ee12072208f94b0,2019-10-10T20:03:57.763Z
2262,,,,,298379.9,298379.9,,2020-01-04T00:00:00.000Z,,88629af4faea116296e47e0c7f6c4c76,2020-01-04T03:23:29.353Z
2304,,,,,587627.7,587627.7,,2020-01-04T00:00:00.000Z,,fb41c6e31f49d529b771bef2b28d9796,2020-01-04T03:23:29.354Z
2287,,,,,55893.18,55893.18,,2020-01-04T00:00:00.000Z,,3e5aaa2fb5c2aeeb4b0d7563b51bda72,2020-01-04T03:23:29.336Z
2329,,,,,422314.25,422314.25,,2020-01-04T00:00:00.000Z,,9651ece3da100565d71c1a8af9ad2752,2020-01-04T03:23:29.342Z
2246,,,,,,,,,,2d6b08d9b9a5ee91e56d43f733807f8f,2019-12-09T15:26:09.028Z
2354,,,,,1546000.26,1546000.26,,2020-01-04T00:00:00.000Z,,996fc8efd9bfa90ea0b05aa7dbbbfe62,2020-01-04T03:23:29.303Z
2271,,,,,,,,,,82c22211763dad1284b750ece982455a,2019-10-10T20:03:57.777Z
2148,,,,,,,,,,040e6dea65215f387fba0426e9c635ea,2019-12-09T15:26:09.009Z
2264,,,,,,,,,,973b96eb4057f3120059a2033c7f555c,2019-10-10T20:03:57.823Z
2173,,,,,,,,,,b2c31274cc9f97d486ba6a0eb38dd557,2019-12-09T15:26:08.984Z
2289,,,,,,,,,,9cad01cd09e6d5eddfd9780f5839957c,2019-10-10T20:03:57.716Z
2198,,,,,,,,,,6f5c75efc373262c82ec36adef7da34d,2019-10-10T20:03:57.584Z
2314,,,,,23568300.14,23568300.14,,2020-01-04T00:00:00.000Z,,09c7ac17f445f8a646b97d793736bffe,2020-01-04T03:23:29.264Z
2223,,,,,,,,,,fab48ec61d08b6ab5f7ed8c419e85111,2019-12-09T15:26:08.992Z
2339,,,,,,,,,,e918d55dac00965b6738348b9254c0fb,2019-10-10T20:03:57.547Z
2248,,,,,,,,,,f40b0a0d5504f2ffe5d164b729dff5b9,2019-12-09T15:26:09.009Z
2364,,,,,,,,,,6c8ca72a4e3fa52d4455601271876db2,2019-10-10T20:03:57.823Z
2197,,,,,,,,,,f09dc80f5c90deb317d7b5f594d6f96f,2019-10-10T20:03:57.543Z
2158,,,,,,,,,,e712ff61baa09896c3d9a903c8eb5365,2019-12-09T15:26:09.012Z
2222,,,,,,,,,,a7dd8aeeeff75e34378891141a3e10c0,2019-12-09T15:26:09.067Z
2183,,,,,,,,,,68405a1d8186da8ac8cc070ffd0b8e33,2019-12-09T15:26:09.008Z
2247,,,,,,,,,,b40a7f393841401246f7f4b7e35fd3a0,2019-12-09T15:26:08.970Z
2208,,,,,,,,,,ed852e05ddee2251858ea2c3ab3e9370,2019-10-10T20:03:57.749Z
2272,,,,,56133,56133,,2020-01-04T00:00:00.000Z,,b7003180da927b252bb9c94fca1fdd10,2020-01-04T03:23:29.347Z
2233,,,,,,,,,,58d846b8eac7af8ddb56e94d842b43d3,2019-12-09T15:26:08.990Z
2258,,,,,1513182.3,1513182.3,,2020-01-04T00:00:00.000Z,,446d329589568ba1ca8b0255a3f4f037,2020-01-04T03:23:29.330Z
2207,,,,,,,,,,7b705a6efe176606735b4849749837de,2019-10-10T20:03:57.711Z
2232,,,,,,,,,,73966c590d0e340da6264aa8e03646eb,2019-12-09T15:26:08.972Z
2257,,,,,71617,71617,,2020-01-04T00:00:00.000Z,,1623bb4b943c0fc67530027ac4d63542,2020-01-04T03:23:29.274Z
2282,,,,,338108.89,338108.89,,2020-01-04T00:00:00.000Z,,e1d3811c195458668dd7990c6f6a51d1,2020-01-04T03:23:29.328Z
2291,,,,,,,,,,c8f241baf00d445fdbef75294861e44d,2019-10-10T20:03:57.784Z
2316,,,,,21098.16,21098.16,,2020-01-04T00:00:00.000Z,,fa2ee5d5fba1e87a89ee73d15a8347ca,2020-01-04T03:23:29.298Z
2341,,,,,1114963.35,1114963.35,,2020-01-04T00:00:00.000Z,,2a1b767b215dcb76c11464769e2cf9fd,2020-01-04T03:23:29.361Z
2366,,,,,,,,,,18095121d3c599638746d36b41bcef83,2019-10-10T20:03:57.751Z
2288,,,,,926850.15,925935.25,,2020-01-04T00:00:00.000Z,,31ebc3c476243cd59bab8da7871faa54,2020-01-04T03:23:29.321Z
2313,,,,,1829514.81,1829514.81,,2020-01-04T00:00:00.000Z,,9ef7970bd2031dd82f259b443abe5a25,2020-01-04T03:23:29.271Z
2338,,,,,1371792.07,1371792.07,,2020-01-04T00:00:00.000Z,,ba5677cd7091e5a7d832b1d8ebe5601f,2020-01-04T03:23:29.281Z
2363,,,,,5060820.9,5060820.9,,2020-01-04T00:00:00.000Z,,32c60ba73d148c890605f29317293124,2020-01-04T03:23:29.299Z
2307,,,,,263418.75,263418.75,,2020-01-04T00:00:00.000Z,,8c069f856660f29547db41b23b88b162,2020-01-04T03:23:29.272Z
2332,,,,,199185.63,199185.63,,2020-01-04T00:00:00.000Z,,24a7555ac273cb2252135b48a56632d7,2020-01-04T03:23:29.313Z
2357,,,,,880498.85,880498.85,,2020-01-04T00:00:00.000Z,,a15f6b957b869a9d0ae3e147de79ee10,2020-01-04T03:23:29.274Z
2235,,,,,,,,,,cfc410de44883936afdf0b670187f4de,2019-12-09T15:26:08.961Z
2260,,,,,245553.7,245553.7,,2020-01-04T00:00:00.000Z,,06cfa235a4f0737dceec4311ad86eae5,2020-01-04T03:23:29.346Z
2285,,,,,,,,,,22cfb3a7ec5ae7f56cbac7b9a5a7a9db,2019-10-10T20:03:57.816Z
2310,,,,,261748.94,261748.94,,2020-01-04T00:00:00.000Z,,4aa512bff1828dbb20ac5c65c5e029ea,2020-01-04T03:23:29.304Z
2335,,,,,428499.97,428499.97,,2020-01-04T00:00:00.000Z,,6147eb23638a0e6a0897ba09eab72182,2020-01-04T03:23:29.276Z
2360,,,,,695210.91,695210.91,,2020-01-04T00:00:00.000Z,,d16a120d2a9fe5d4713d39fd9859f093,2020-01-04T03:23:29.346Z
2301,,,,,2662100.82,2662100.82,,2020-01-04T00:00:00.000Z,,a5fceb46c5d116f3f9fdb7800a844852,2020-01-04T03:23:29.350Z
2326,,,,,70842,70842,,2020-01-04T00:00:00.000Z,,2c43cd852dda57ce37b9c24363f864af,2020-01-04T03:23:29.319Z
2351,,,,,,,,,,718c627e77bdf93cd9137eeab1806f83,2019-10-10T20:03:57.760Z
2273,,,,,,,,,,8a8a8cea2cdcfb8a24b28be09a5f43f2,2019-10-10T20:03:57.787Z
2298,,,,,2054763.81,1996217.54,,2020-01-04T00:00:00.000Z,,4e718ec7465df70540b60592dc715302,2020-01-04T03:23:29.357Z
2323,,,,,925982.68,925982.68,,2020-01-04T00:00:00.000Z,,57979a669c02fe450b0a42685c89ed49,2020-01-04T03:23:29.280Z
2348,,,,,93972.96,93972.96,,2020-01-04T00:00:00.000Z,,2aabbd1d9f0ccf9c56df7fbb5473048b,2020-01-04T03:23:29.349Z
2373,,,,,2722101.81,2722101.81,,2020-01-04T00:00:00.000Z,,380b0ebda03925645317f0f5c8058a79,2020-01-04T03:23:29.343Z
2317,,,,,13633895.1,13633895.1,,2020-01-04T00:00:00.000Z,,1d51fe5d657cce2dc9db9c101c120136,2020-01-04T03:23:29.293Z
2342,,,,,109241.75,109241.75,,2020-01-04T00:00:00.000Z,,ae888800174ebaa299079db7bf5c55f6,2020-01-04T03:23:29.317Z
2367,,,,,2670288.12,2670288.12,,2020-01-04T00:00:00.000Z,,1753ab710f7f6367d9d12557ef7d5cf7,2020-01-04T03:23:29.266Z
2245,,,,,,,,,,82edfa213a42e6e7b78a9cbf945c50a5,2019-12-09T15:26:08.962Z
2270,,,,,109772.6,109772.6,,2020-01-04T00:00:00.000Z,,00034cfc7816332b83ba95350bdbd0a3,2020-01-04T03:23:29.324Z
2295,,,,,228394.61,228394.61,,2020-01-04T00:00:00.000Z,,37da7d94f7802d039d6235c78ef53f0a,2020-01-04T03:23:29.309Z
2320,,,,,5514048.11,5514048.11,,2020-01-04T00:00:00.000Z,,59d3c2f66c7cc0308eec845ff9a121e1,2020-01-04T03:23:29.288Z
2345,,,,,2539053.48,2539053.48,,2020-01-04T00:00:00.000Z,,398ab4202036712635df0bba329c24f0,2020-01-04T03:23:29.355Z
2370,,,,,334733.96,334733.96,,2020-01-04T00:00:00.000Z,,1542600bffc1388fb9ee2c0de2d99a08,2020-01-04T03:23:29.324Z
2296,,,,,867787.28,867787.28,,2020-01-04T00:00:00.000Z,,c7eb556b031c8465f7fb7dd848a6890c,2020-01-04T03:23:29.273Z
2321,,,,,18783,18783,,2020-01-04T00:00:00.000Z,,19f8d4d36af10e1c0c4a52f041baa269,2020-01-04T03:23:29.323Z
2346,,,,,254258.94,254258.94,,2020-01-04T00:00:00.000Z,,e480ad586fc019392aa56eb723ad3795,2020-01-04T03:23:29.341Z
2371,,,,,,,,,,b50e2be2bc3bed0c0099422e6a1cfe92,2019-10-10T20:03:57.777Z
2293,,,,,80472.1,82584.27,,2020-01-04T00:00:00.000Z,,dc53f7b75a6196820a59e89432bd1a8d,2020-01-04T03:23:29.269Z
2318,,,,,138208,138208,,2020-01-04T00:00:00.000Z,,ec6c2e96ef7f8a650b1edc7dc4729907,2020-01-04T03:23:29.287Z
2343,,,,,102666.28,102666.28,,2020-01-04T00:00:00.000Z,,2c16ced7244336cdf5689148983788c9,2020-01-04T03:23:29.270Z
2368,,,,,1121445.74,1121445.74,,2020-01-04T00:00:00.000Z,,c187e1a08934937179b02da1ba3b708e,2020-01-04T03:23:29.325Z
2312,,,,,,,,,,7c081a3ba590a982596df78018781b9a,2019-10-10T20:03:57.580Z
2337,,,,,325803.92,325803.92,,2020-01-04T00:00:00.000Z,,75a96a02f3ec2171910e25cff5da390c,2020-01-04T03:23:29.306Z
2362,,,,,828614.56,828614.56,,2020-01-04T00:00:00.000Z,,c510219af8d5f523c94246576bbba741,2020-01-04T03:23:29.353Z
