disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,hash,lastRefresh
1916,228,1320029.19,843762.76,476266.43,7246904.42,963871.16,5983741.49,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,33b851dbcd287cfe816f4961de9ab3ce,2020-01-04T04:43:41.224Z
1924,,,,,49926354.5,2567255.04,46878425.53,2020-01-04T00:00:00.000Z,,6a7438ed24a16171cd616702da9be66c,2020-01-04T03:23:28.911Z
1899,,,,,86719738.91,68621634.41,16095591.09,2020-01-04T00:00:00.000Z,,43b26c5f9aa8375ba56339376b43a975,2020-01-04T03:23:29.263Z
1921,,,,,13066488.27,4017683.47,8638358.27,2020-01-04T00:00:00.000Z,,b41baad23fd54cb050fd437fa85ea021,2020-01-04T03:23:28.905Z
1926,,,,,3383812.1,254006,3015914.1,2020-01-04T00:00:00.000Z,,c4da76208f1f5c9cd5a7ab45624575c3,2020-01-04T03:23:28.951Z
1929,,,,,666648.61,50947.14,609797.68,2020-01-04T00:00:00.000Z,,9c255c83c980efbdc807925ad9d2aff4,2020-01-04T03:23:29.268Z
1951,,,,,1555019.55,1127995.2,398819.52,2020-01-04T00:00:00.000Z,,8696540487d0409df9c972bace280f64,2020-01-04T03:23:28.953Z
1976,1137,9203306.37,8283359.63,919946.74,31301042.07,5941186.85,24281916.22,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,7d5cfa7533607b8bc7b6ca4fe772e9bf,2020-01-04T04:43:41.229Z
2002,,,,,,,,,,0bd1efbcc4283a34822f6d372f7543f1,2019-10-10T20:03:57.567Z
1969,2037,8587054.39,6226279.65,2360774.74,19065881,15325917.46,3199104.26,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,8dcd347b54d5df4c536e19895fa2e6a7,2020-01-04T04:43:41.208Z
1906,576,4273071.42,3672435.69,600635.73,5648118.08,1734213.42,3693711.26,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,8c894e59c38a4e1522a88e8a50f739c0,2020-01-04T04:43:41.206Z
1914,,,,,1862942.69,332136.52,1524356.34,2020-01-04T00:00:00.000Z,,4e67c6800b6c8cbabccb2e40d301fc26,2020-01-04T03:23:28.946Z
1994,1079,4904077.68,3001943.65,1902134.03,75433404.57,27367275.85,46747469.72,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,133b42dce19c90c9d510ef5e91aaae19,2020-01-04T04:43:41.223Z
1936,,,,,11859832.68,1263643.96,10180701.72,2020-01-04T00:00:00.000Z,,010697bf81e8f53015de7c389023936f,2020-01-04T03:23:29.306Z
1903,,,,,3302658.43,3195592.7,108699.81,2020-01-04T00:00:00.000Z,,e795113227aae4c0acba93ac5b83d710,2020-01-04T03:23:29.354Z
1939,,,,,3045021.36,877986.53,2094740.83,2020-01-04T00:00:00.000Z,,b95d4aa85531aca55e79794693fbf672,2020-01-04T03:23:29.299Z
1928,,,,,3008481.95,263431.93,2608541.86,2020-01-04T00:00:00.000Z,,43240a5a0e0de5b4531a6ec00b8fde60,2020-01-04T03:23:28.952Z
1961,,,,,9807841.2,7036419.52,2451128.68,2020-01-04T00:00:00.000Z,,d9de863e720c76b1e479cb01e9a91c66,2020-01-04T03:23:29.353Z
1915,,,,,21498619.82,6370181,14770906.73,2020-01-04T00:00:00.000Z,,347aebbb14b4bcdf9d1ef5feaffd0bd3,2020-01-04T03:23:29.297Z
1986,,,,,5934923.13,94913.51,5815317.82,2020-01-04T00:00:00.000Z,,e55f1356de3ec5fef4219852810c862c,2020-01-04T03:23:29.336Z
1954,,,,,52013289.04,47586106.36,3047901.96,2020-01-04T00:00:00.000Z,,f7fb3a5ddcd9e5639609eca8139e8e21,2020-01-04T03:23:29.307Z
1896,,,,,9201061.54,7699691.39,1449413.9,2020-01-04T00:00:00.000Z,,c096c34f3920d950500b8ef5da97f300,2020-01-04T03:23:28.930Z
1911,,,,,26213706.54,2482997.77,22479370.92,2020-01-04T00:00:00.000Z,,d0dc570163232fde3df869912e189ee4,2020-01-04T03:23:28.935Z
1919,,,,,4712458.08,198341.92,4360395.62,2020-01-04T00:00:00.000Z,,f6e968301074ff84476f6bbe2c2dd9cf,2020-01-04T03:23:29.288Z
1941,,,,,25602876.28,4190685.38,20585445.9,2020-01-04T00:00:00.000Z,,877c7c636bda9735a4b06d8086adce0f,2020-01-04T03:23:29.317Z
1944,,,,,4019463.94,450201.75,3507506.82,2020-01-04T00:00:00.000Z,,d47fec9a919c6af5bca78a6bf1976417,2020-01-04T03:23:29.355Z
1966,,,,,8143719.94,8082616.57,47965.6,2020-01-04T00:00:00.000Z,,85d924fbc6826d6ff02dc597480ec5a6,2020-01-04T03:23:29.265Z
1991,2266,15324105.42,14279071.76,1045033.66,13938556.78,7937513.38,5705862.98,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,0afe2d0e51def8c93ecb5d7eb91219de,2020-01-04T04:43:41.231Z
1959,,,,,25846401.41,25828959.22,,2020-01-04T00:00:00.000Z,,b94bdc48d68cc96cda868f791fd1c9f8,2020-01-04T03:23:28.955Z
1984,1207,4799393.02,4685835.84,113557.18,52124070.96,30268210.99,21054306.61,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,f6ee3dadae89681af374f3364f1504a3,2020-01-04T04:43:41.213Z
2010,,,,,,,,,,238970bf21606c89d1073b7dd1e67ccf,2019-10-10T20:03:57.585Z
1918,1511,5733945.27,5357251.61,376693.66,5659644.93,1263814.86,4384380.61,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,db824d3b921f6d5546cf580368e2908e,2020-01-04T04:43:41.216Z
1905,,,,,27888157.43,22477506.98,4595584.54,2020-01-04T00:00:00.000Z,,ab22272d12c7c236641ceb2b45fbe509,2020-01-04T03:23:28.948Z
1956,,,,,3990138.12,211695.1,3634367.37,2020-01-04T00:00:00.000Z,,3dd185668feb5ec10817be7aa73e1c22,2020-01-04T03:23:29.274Z
1981,7469,95754618.67,93631947.01,2122671.66,225417722.56,94724339.7,119264268.33,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d842399b07ad6b752c38150060ad08e6,2020-01-04T04:43:41.222Z
2007,,,,,,,,,,73e74d794482800dc2663a0b0b3463fa,2019-10-10T20:03:57.540Z
1974,1954,8585761.3,6981406.64,1604354.66,52052576.46,18974069.51,31325015.95,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,0a66048a8a69013759f5df44c4e9707d,2020-01-04T04:43:41.229Z
1999,,,,,52813413.07,49125112.11,2973445.78,2020-01-04T00:00:00.000Z,,127ffb12cc251dc08095672cf4975dbc,2020-01-04T03:23:29.263Z
1908,301,1549737.37,1271585.7,278151.67,7358685.38,5139044.56,2016055.82,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,474579d4b88215210372bce48ba2d1a5,2020-01-04T04:43:41.222Z
1946,,,,,23023167.09,460933.89,21969723.46,2020-01-04T00:00:00.000Z,,cc44fc62918c6547de7b7861ad5db051,2020-01-04T03:23:29.345Z
1933,23454,61762768.74,48776373.72,12986395.02,11596261.12,2392176.19,8863273.93,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e84e8cf040f975af159158cc85f675bb,2020-01-04T04:43:41.217Z
1949,,,,,1840022.3,153880.12,1618858.18,2020-01-04T00:00:00.000Z,,de3d7036297b9a6d424fc579c0445694,2020-01-04T03:23:29.359Z
2012,,,,,,,,,,8663c2615287d180c9befc68b5c7f023,2019-10-10T20:03:57.579Z
1971,16375,77097372.06,57302364.2,19795007.86,201180625.86,127047499.61,67315120.09,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,73ab43de6bf8e198b89e58e6192bb1c2,2020-01-04T04:43:41.214Z
1938,,,,,3144150.1,484015.16,2619203.82,2020-01-04T00:00:00.000Z,,1a28c5f35a176b3e6215f3c69507e9ee,2020-01-04T03:23:29.277Z
1996,2077,6708117.08,6271847.46,436269.62,42263772.07,3743449.94,38421379.54,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e496554e32c095b0de5ccb178a4f49fe,2020-01-04T04:43:41.216Z
1963,,,,,7529094.31,1113835.77,6226155.79,2020-01-04T00:00:00.000Z,,be9671013b260ce427e46a50388335d1,2020-01-04T03:23:29.293Z
1964,,,,,5611823.23,811190.6,4611151.64,2020-01-04T00:00:00.000Z,,788afcfb22268bc9e670a85c5fc27318,2020-01-04T03:23:28.960Z
1988,,,,,3925597.14,127571.07,3672650.08,2020-01-04T00:00:00.000Z,,ff14e30b996b727f845af6527c62448f,2020-01-04T03:23:29.283Z
2014,,,,,,,,,,6dee7153fb39393de1f092b8180b1a27,2019-10-10T20:03:57.549Z
1989,302,3441115.24,2745020.87,696094.37,7221515.88,1651224.58,5405303.52,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,806a997d236e06b78364a00d7a7374e1,2020-01-04T04:43:41.225Z
1925,1624,10602928.54,9705873.5,897055.04,5931056.79,1577960.8,4144901.42,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,65e189ee3462cff10a7d6121eedae1af,2020-01-04T04:43:41.211Z
1898,,,,,44167865.22,43098114.71,472495.05,2020-01-04T00:00:00.000Z,,faf11f4193492b78423ae5fbfee8131e,2020-01-04T03:23:28.941Z
1950,,,,,574530.98,68111.93,506419.05,2020-01-04T00:00:00.000Z,,bd4249a1ee7782ca33766cf28400ef93,2020-01-04T03:23:29.340Z
1923,,,,,3004023.04,1728655.15,1245722.67,2020-01-04T00:00:00.000Z,,f144ea4bb72dbd55cd8b8a66a64f8660,2020-01-04T03:23:29.275Z
1975,4290,24279487.62,20707889.78,3571597.84,49953611.07,8254805.23,39955615.84,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,629e682746f8a814fafe64e3383af0b5,2020-01-04T04:43:41.229Z
1910,,,,,59386940.85,55541372.77,3798837.29,2020-01-04T00:00:00.000Z,,29b24feaec7fb47229acc2073ae1be7b,2020-01-04T03:23:28.942Z
2001,,,,,,,,,,5177457c7fe50029d13b73ee8b6e9306,2019-10-10T20:03:57.549Z
2027,,,,,,,,,,94823d9296ea9094e347608b09d0a134,2019-10-10T20:03:57.551Z
2026,,,,,,,,,,9fcd083478c00fd811b1ca73c29545f3,2019-10-10T20:03:57.582Z
1953,,,,,1600455.83,158889.17,1438208.97,2020-01-04T00:00:00.000Z,,ead991c15926aa757e1820decb347795,2020-01-04T03:23:29.303Z
1907,,,,,19679317.4,2022028.66,15871712.34,2020-01-04T00:00:00.000Z,,3e89b81d7345e16a3f43d524cae2b447,2020-01-04T03:23:28.948Z
1978,,,,,7041838.42,2135392.16,4865260.83,2020-01-04T00:00:00.000Z,,aeef77cfc7a6e82091fbddfa74e762a8,2020-01-04T03:23:29.314Z
2004,,,,,,,,,,7092bdf641fb6f49e5c36b92508facf4,2019-10-10T20:03:57.576Z
2022,,,,,,,,,,97aa490ae930eff31c4f9a2c5872e924,2019-10-10T20:03:57.571Z
2029,,,,,,,,,,b5c70ddd67de4aafa1f0e86d23b5c71f,2019-10-10T20:03:57.542Z
1948,,,,,1001309.8,143020.24,814061.56,2020-01-04T00:00:00.000Z,,b1a511c851d38a11c3bbd954e25559e8,2020-01-04T03:23:29.333Z
1940,,,,,6469674.77,3177980.28,3084920.67,2020-01-04T00:00:00.000Z,,369638b62449c1a22ce5a7fd35be8d98,2020-01-04T03:23:29.361Z
1973,1272,5526673.58,4096508.97,1430164.61,20288231.29,12477864.03,7231149.02,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,3d0054b2fbdcb602984b696d7c487ef3,2020-01-04T04:43:41.205Z
1998,777,4820193.95,4623721.37,196472.58,46273268.6,20179914.61,24584420.05,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,1c6459ea30dfbe42770a41965549acbd,2020-01-04T04:43:41.209Z
2032,,,,,,,,,,1622c1f701751dbc4cf0e0b8ca19a07b,2019-10-10T20:03:57.583Z
2024,,,,,,,,,,4c42d7e4440c0e396784c621132f4a0b,2019-10-10T20:03:57.541Z
1958,,,,,13744126.49,13511916.01,132523.84,2020-01-04T00:00:00.000Z,,42315b7cdf71f50dda9222dfdd855883,2020-01-04T03:23:29.332Z
1965,,,,,5614462.32,657367.69,4887355.71,2020-01-04T00:00:00.000Z,,5b3096c1641fd5853fc68dbb6cab8e06,2020-01-04T03:23:28.937Z
1979,1418,11386784.01,10011898.05,1374885.96,19245524.72,8922436.5,9634222.22,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,98441caedebbb40d5166601634363ee7,2020-01-04T04:43:41.337Z
1990,,,,,3548610.44,2458366.46,948474.24,2020-01-04T00:00:00.000Z,,e3d2e950adcf4b1255b79b171f66a540,2020-01-04T03:23:29.320Z
2005,,,,,,,,,,085a311b4bc493322349ae90776c8842,2019-10-10T20:03:57.578Z
2016,,,,,,,,,,00ca0d480c1e2fc57e960f6e0500f26e,2019-10-10T20:03:57.546Z
1913,,,,,2489369.98,405170.18,2081702.18,2020-01-04T00:00:00.000Z,,d2a2a2c3f4aea6b1285dd02025fbac1a,2020-01-04T03:23:29.264Z
1897,6709,16839844.02,15323835.76,1516008.26,31525292.67,17244437.8,13437260.92,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,39609e5b92015899b9f82c7782c22429,2020-01-04T04:43:41.210Z
1900,,,,,12721044.7,3924565.83,8451254.62,2020-01-04T00:00:00.000Z,,e6ba23c50fcfb5feefc557b95d631a5f,2020-01-04T03:23:28.958Z
2017,,,,,,,,,,9f2ace9186119d32ada5030f2b09ab80,2019-10-10T20:03:57.589Z
1983,1254,13543057.75,12834588.26,708469.49,7465375.43,5162720.64,2038082.79,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,7854aa562789bdb40ee25228d4e9bcd5,2020-01-04T04:43:41.212Z
2009,,,,,,,,,,6b33c5061ea2dad32fbae787a6ee65cd,2019-10-10T20:03:57.543Z
1943,,,,,22213776.98,11536454.74,10267899.58,2020-01-04T00:00:00.000Z,,fd27ee9ddd8b46dca90d90890ac23a43,2020-01-04T03:23:28.945Z
1920,,,,,1258988.51,138347.12,1120246.78,2020-01-04T00:00:00.000Z,,72574b7214a764942c7b7a94d592626d,2020-01-04T03:23:29.323Z
1968,,,,,38031137.33,9389675.29,27224892.49,2020-01-04T00:00:00.000Z,,2187cc881910ad90f1708586aac136c9,2020-01-04T03:23:29.284Z
1945,,,,,2138551.99,65844.71,2064752.98,2020-01-04T00:00:00.000Z,,f91cec867fd0b04ba1dc2b413170131e,2020-01-04T03:23:28.950Z
1993,,,,,35695298.61,2257934.92,32506538.69,2020-01-04T00:00:00.000Z,,2051e8e6c77a1cedc85f74813d7dd57b,2020-01-04T03:23:29.327Z
1970,190,1647254.75,1412144.33,235110.42,4871305.3,1475453.09,3246920.58,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,b6e0e99549a6c3b09ccee15f8bb3c972,2020-01-04T04:43:41.215Z
2019,,,,,,,,,,b7e64b72b1d7fd64009c8732635017d7,2019-10-10T20:03:57.575Z
1995,556,1805969.74,1744834.03,61135.71,13353061.9,587657.83,12432657.07,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2eb19696035ef25256b4fc5d3edc60ba,2020-01-04T04:43:41.228Z
1930,8652,26438629.85,23938991.35,2499638.5,52178015.97,10928262.85,38962295.96,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,fc125bbb0ece54de685f947cea1eb141,2020-01-04T04:43:41.224Z
2021,,,,,,,,,,cd5d5143460a821d1baceff0854dbf49,2019-10-10T20:03:57.550Z
1955,,,,,8701342.5,719864.78,7732105.6,2020-01-04T00:00:00.000Z,,ec5378f07c8642132fd1cee5e45131c4,2020-01-04T03:23:29.285Z
1935,108984,374795385.51,318219328.27,56576057.24,5010717.42,734014.91,4215071.38,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,8f406d57cd7a9b80884e00d5717fe200,2020-01-04T04:43:41.219Z
1902,,,,,3112391.72,84434.32,2980646.75,2020-01-04T00:00:00.000Z,,58c015db9d72275a7a6e7ae9d5321e8a,2020-01-04T03:23:29.292Z
1980,6437,37062310.48,22596129.42,14466181.06,160170851.47,63857572.56,94239416.78,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d79adf3df7407c4e3ad63929ecc7ebda,2020-01-04T04:43:41.221Z
2006,,,,,,,,,,53ef5278a61a02389ad2b020e278d9b0,2019-10-10T20:03:57.561Z
2031,,,,,,,,,,54e08abd552c686e7f2495587604011b,2019-10-10T20:03:57.562Z
1912,4258,20784629.22,17774255.03,3010374.19,22895855.18,2124005.07,19878091.74,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,6f7cdbcd41f54dbcfdcfe2b0fdfaa6a4,2020-01-04T04:43:41.207Z
1960,,,,,48259660.62,46468123.86,1242496.24,2020-01-04T00:00:00.000Z,,42e7dfcc7ae34e47d5481946c00568e0,2020-01-04T03:23:29.316Z
1985,,,,,3490382.1,2796925.42,581688.68,2020-01-04T00:00:00.000Z,,f7d9cb84679c067b070b1622f6aa1029,2020-01-04T03:23:29.337Z
2011,,,,,,,,,,434dc8c0d1398dd3421405ec8a0f17e6,2019-10-10T20:03:57.552Z
1895,27602,58954565.86,56928024.52,2026541.34,25084370.59,12005581.82,12858213.19,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,776f34ece89ca70d0891e3d818a1ef45,2020-01-04T04:43:41.228Z
1917,443,2733258.17,2425506.08,307752.09,6414974.86,2463004.33,3831516.83,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,c408c6f12a66dbf0b9e76db82728a381,2020-01-04T04:43:41.223Z
2042,,,,,,,,,,c3a017aed9201099040c9c8b3753b701,2019-12-09T15:26:09.029Z
2037,,,,,,,,,,8c686ed8dd71c43a1866a7da3d999c9c,2019-10-10T20:03:57.547Z
2034,,,,,,,,,,e6737ac004af2bd5e6e1af16da6046b2,2019-10-10T20:03:57.827Z
2062,,,,,,,,,,fd40c603df17512043e3767bf3b59218,2019-10-10T20:03:57.570Z
2059,,,,,,,,,,f371771c6033e64ab094d21f80be7f63,2019-10-10T20:03:57.589Z
2054,,,,,,,,,,f95510a614c3f29d326616058659b578,2019-10-10T20:03:57.579Z
2046,,,,,,,,,,48dd3ff484ba28043c12c69a27a81c3c,2019-10-10T20:03:57.580Z
2041,,,,,,,,,,8090ab7cf2bd8115ea4212badd206b56,2019-10-10T20:03:57.588Z
1937,,,,,3950567.97,69335.05,3833296.08,2020-01-04T00:00:00.000Z,,9900ac8027e4930044747c33a5feb283,2020-01-04T03:23:28.901Z
1932,,,,,7384786.3,681066.07,6227277.36,2020-01-04T00:00:00.000Z,,d3d322372dacff56c87690d560def2c1,2020-01-04T03:23:29.301Z
1962,,,,,1801838.12,973829.45,773695.45,2020-01-04T00:00:00.000Z,,035987add9617247df46ba652153af61,2020-01-04T03:23:29.298Z
1957,,,,,44734494.78,34434355.49,9855224.06,2020-01-04T00:00:00.000Z,,f4ad26443e6f353a0b20623f3081f096,2020-01-04T03:23:29.330Z
1987,,,,,2926897.38,295274.53,2498291.94,2020-01-04T00:00:00.000Z,,22bb137ae87b4214a3727ce65be11dd4,2020-01-04T03:23:29.321Z
1982,,,,,20249390.34,8967827.81,10654952.85,2020-01-04T00:00:00.000Z,,b3fb66928bce1ae18e7bf992c50a07d4,2020-01-04T03:23:29.296Z
2013,,,,,,,,,,7158975f484ed9a017fa668b0d630d57,2019-10-10T20:03:57.544Z
2008,,,,,,,,,,2af8e2c347170b9e00b533a258037d96,2019-10-10T20:03:57.554Z
2038,,,,,,,,,,df2232610a55c7ceda1d1d589a538185,2019-10-10T20:03:57.553Z
2033,,,,,,,,,,99a05519b74212fec638e04adcacba6c,2019-10-10T20:03:57.553Z
2063,,,,,,,,,,a21bb312de6f94bd8267d15166ab3bbc,2019-10-10T20:03:57.568Z
2058,,,,,,,,,,14b544a9456df0567bdf3a9c818a2fc4,2019-10-10T20:03:57.586Z
2025,,,,,,,,,,0ca1db80fd81e6d259e7ffbb17a03360,2019-10-10T20:03:57.566Z
2020,,,,,,,,,,5e50436f45f9bf3667904c82eee4fdcb,2019-10-10T20:03:57.556Z
2050,,,,,,,,,,78a0a003a2c25f06303ad1cda421f74d,2019-10-10T20:03:57.588Z
2045,,,,,,,,,,2764ff94361787c99b91d85844f76353,2019-10-10T20:03:57.557Z
2075,,,,,,,,,,4e15e0e82360920f5ff0d0b04347858c,2019-12-09T15:26:09.045Z
2070,,,,,,,,,,2273f6969494fe5be056d3937e8b47e2,2019-10-10T20:03:57.558Z
2100,,,,,,,,,,b43b935f4312e923783cda01921ee703,2019-10-10T20:03:57.559Z
2095,,,,,,,,,,57f2e844e601d6a42a4581f715b06f86,2019-12-09T15:26:09.049Z
2057,,,,,,,,,,446b9c6b89d628be7a64182a3162b8de,2019-10-10T20:03:57.569Z
2049,,,,,,,,,,54dfb7c2610aac88980b22a3a3e03e3a,2019-10-10T20:03:57.590Z
2036,,,,,,,,,,23396b469b89a05702cadf1a618e3286,2019-10-10T20:03:57.539Z
1927,,,,,2515039.14,127028.91,2185224.33,2020-01-04T00:00:00.000Z,,f7ef5b56a1509f2a16f89c5f37b45100,2020-01-04T03:23:28.944Z
1952,,,,,75574542.77,19257950.24,53824402.68,2020-01-04T00:00:00.000Z,,88ae691714ef3ca72e5ad6081c405941,2020-01-04T03:23:29.282Z
1977,,,,,2702114.08,693840.84,1880111.6,2020-01-04T00:00:00.000Z,,92a86bc0aa8b79811046f02cbcd38d1b,2020-01-04T03:23:29.278Z
2003,,,,,,,,,,38ab7ce42687c9e2e428b3eb92e51735,2019-10-10T20:03:57.571Z
2028,,,,,,,,,,9c209713f04b778936c074bc90f0959e,2019-10-10T20:03:57.567Z
2053,,,,,,,,,,dd2d8b3bc7ad8cfca15ef43710290eb6,2019-10-10T20:03:57.545Z
2015,,,,,,,,,,f09cf68f7e1a3bf6312e20f23ec4c2d6,2019-10-10T20:03:57.548Z
2040,,,,,,,,,,9bc98366e74568b9c061c3fafde8347d,2019-10-10T20:03:57.575Z
2065,,,,,,,,,,6d41165308dbc31cb7ae66d859a78bfd,2019-10-10T20:03:57.582Z
2090,,,,,,,,,,1bb38a8e0f5ddbc17a28a95c00fa2105,2019-12-09T15:26:09.022Z
2115,,,,,,,,,,24143ad54b15223bff63ad7322dda214,2019-12-09T15:26:08.971Z
2047,,,,,,,,,,d14319f46af4aa330a139a62e04f69ac,2019-10-10T20:03:57.548Z
2039,,,,,,,,,,754e05cc4670e9749ac49eda4afdac91,2019-10-10T20:03:57.547Z
2064,,,,,,,,,,5021c7ca3edc88ee2935b92d9c80f8f8,2019-10-10T20:03:57.588Z
2052,,,,,,,,,,6d00de681d6eb12dafa5c90f126e0d59,2019-10-10T20:03:57.561Z
2051,,,,,,,,,,ca88aa9a05dccee5112e6e4f612d210c,2019-10-10T20:03:57.559Z
2044,,,,,,,,,,0b6dff35f9c053ad08f8faae3b144b97,2019-12-09T15:26:08.989Z
1942,1778,5391278.01,4319299.54,1071978.47,,,,,2020-01-04T00:00:00.000Z,9a909c1fd8c22134d3a642556d8480e3,2020-01-04T04:43:41.230Z
2069,,,,,,,,,,acfb899ac4661f29f842c468f3337d7e,2019-10-10T20:03:57.735Z
1967,,,,,6369092.24,752823.79,5430481.45,2020-01-04T00:00:00.000Z,,d626afc1444e9bdb36b69c634ebdcb96,2020-01-04T03:23:29.325Z
1922,,,,,12373472.43,3014643.17,9358799.27,2020-01-04T00:00:00.000Z,,a255bf257cdae230ad4139164e5163cf,2020-01-04T03:23:29.279Z
1992,,,,,1756346.8,900587.41,658196.23,2020-01-04T00:00:00.000Z,,ca8cbe25d6b579f275df1010433e83bf,2020-01-04T03:23:29.269Z
1947,,,,,1079972.79,78585.54,981395.83,2020-01-04T00:00:00.000Z,,deeba9c12c59da0c0949c2aa46bae09e,2020-01-04T03:23:29.349Z
2018,,,,,,,,,,6206d1688fcd7db04843fddfe0bc15b3,2019-10-10T20:03:57.577Z
1972,1962,10653250.32,9120883.93,1532366.39,23729627.61,12590189.48,10375236.13,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,ae08160afa6080062687fa3c8be8519a,2020-01-04T04:43:41.228Z
2043,,,,,,,,,,4c318e51d58faba87b4125a489a90cff,2019-10-10T20:03:57.551Z
1997,,,,,13591451.69,3268242.01,9830601.68,2020-01-04T00:00:00.000Z,,e25e487f1bf9b75762e2ec5c652a8a2b,2020-01-04T03:23:29.356Z
2068,,,,,,,,,,7d72fbd20323c10c77ea6212434f2568,2019-10-10T20:03:57.544Z
2023,,,,,,,,,,9babd922ecb551c8a977b5959bfccb7e,2019-10-10T20:03:57.587Z
2030,,,,,,,,,,84fee4e3dfd874ce681f4ef28a0e250b,2019-10-10T20:03:57.568Z
2048,,,,,,,,,,5c0490575bfba39554ce1090fc3e7b62,2019-10-10T20:03:57.581Z
2055,,,,,,,,,,785f3dd7304fa733e0eb81fbb442b91d,2019-10-10T20:03:57.583Z
2073,,,,,,,,,,cdb67994d5dd09d6c9136ea0396f0a3a,2019-12-09T15:26:08.984Z
2080,,,,,,,,,,93ba14793172bdc78e6bf8a7783bed5d,2019-12-09T15:26:09.033Z
2035,,,,,,,,,,5e88696eeba0a4e714c8bb0455bfdf67,2019-10-10T20:03:57.574Z
2105,,,,,,,,,,4caec82d0fbc384595aca088878a42ba,2019-10-10T20:03:57.578Z
2060,,,,,,,,,,cccc72bc73709896fb4231235be9cf72,2019-10-10T20:03:57.550Z
2085,,,,,,,,,,59a19467ce283d9d8a41b9d3f7a803f5,2019-12-09T15:26:09.038Z
2110,,,,,,,,,,9658f9fba757a3e3d12f961d691a2a2b,2019-12-09T15:26:08.980Z
2077,,,,,,,,,,252d68d5906fdd98216212411da76895,2019-10-10T20:03:57.541Z
2067,,,,,,,,,,16e02f7a692ca738feb86b13471eb7da,2019-10-10T20:03:57.578Z
2102,,,,,,,,,,f670e30f4376a5216e88f9c8cc14d114,2019-12-09T15:26:09.039Z
2092,,,,,,,,,,482271b590a1fda02fa8d7f42960a5e7,2019-12-09T15:26:08.993Z
2079,,,,,,,,,,58c0bb9309ded552c8367d0adb00a900,2019-10-10T20:03:57.560Z
2117,,,,,,,,,,7e508c3b076307e14d293c1872c8ac75,2019-12-09T15:26:09.057Z
2104,,,,,,,,,,3a24b030fb9c1599e71c5b8ad94aa875,2019-12-09T15:26:08.966Z
2094,,,,,,,,,,51bf3b12cafda017d754259409a66a70,2019-12-09T15:26:09.064Z
2066,,,,,,,,,,2fab9bbde110aab060616bfbd20aad0f,2019-10-10T20:03:57.555Z
2056,,,,,,,,,,6feb98b4a76285d4738a710afbafc766,2019-10-10T20:03:57.572Z
2091,,,,,,,,,,d08aa751d8812feee2f6b7f14cfd3a19,2019-12-09T15:26:09.018Z
2081,,,,,,,,,,8631f541a1748c1bdbd78b55f8260a6c,2019-12-09T15:26:09.047Z
2116,,,,,,,,,,a0907c418a946e9389fb2812d86b83cf,2019-12-09T15:26:09.043Z
2106,,,,,,,,,,74f426e4b516ef81df734c9c915d3c71,2019-10-10T20:03:57.562Z
2098,,,,,,,,,,0dfc8952f4017af3ac578d42d123383d,2019-12-09T15:26:09.023Z
2088,,,,,,,,,,dfe7e4a5f64074fcd29e070973a33d0b,2019-12-09T15:26:08.997Z
2072,,,,,,,,,,81ecce2400b7601cde5794b87777804e,2019-10-10T20:03:57.558Z
