Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4344,CA,Orange (County),ORANGE,92869,12,7,7,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Orange (County),PLACENTIA,92870,9,4,4,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Orange (County),RANCHO MISSION VIEJO,92694,3,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),RANCHO SANTA MARGARITA,92688,12,4,4,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SAN CLEMENTE,92672,3,3,3,0,0,0,2,"$1,000.00 ", $-   , $-   ,"$1,000 ",2,0,0,0
4344,CA,Orange (County),SAN CLEMENTE,92673,6,3,3,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SAN JUAN CAPISTRANO,92675,5,5,5,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92701,4,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92703,4,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92704,6,2,2,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92705,6,3,3,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92706,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92707,4,2,2,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),SEAL BEACH,90740,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),STANTON,90680,5,1,1,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Orange (County),TRABUCO CANYO,92679,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),TRABUCO CANYON,92679,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),TUSTIN,92780,6,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),TUSTIN,92782,5,1,1,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Orange (County),VILLA PARK,92861,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),WESTMINSTER,92683,12,5,5,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Orange (County),YORBA LINDA,92886,5,3,3,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Orange (County),YORBA LINDA,92887,4,2,2,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),BODEGA,94922,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),BODEGA BAY,94923,1,0,0,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Sonoma (County),BOYES HOT SPRINGS,95476,3,3,3,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CALISTOGA,94515,29,19,19,0,0,0,14,"$99,211.75 ", $-   ,"$63,579.26 ","$35,632 ",10,3,1,0
4344,CA,Sonoma (County),CALISTOGA,95405,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CAMP MEEKER,95419,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CLEARLAKE,95422,1,1,1,0,0,0,1,"$13,480.86 ", $-   ,"$2,840.00 ","$10,641 ",0,1,0,0
4344,CA,Sonoma (County),CLOVERDALE,95425,11,4,4,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),COTATI,94928,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),COTATI,94931,12,3,3,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Sonoma (County),ELDRIDGE,95431,3,0,0,0,0,0,2,"$1,000.00 ", $-   , $-   ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),EL VERANO,95433,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),FORESTHILL,95436,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),FORESTVILLE,95436,9,5,5,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),FOUNTIANGROVE,95302,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),FREESTONE,95472,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),FULTON,95439,7,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GEYSERVILLE,95441,13,4,4,0,0,0,2,"$4,686.00 ", $-   ,"$3,686.00 ","$1,000 ",2,0,0,0
4344,CA,Sonoma (County),GLEN ELLEN,94322,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GLEN ELLEN,95442,315,143,135,7,1,0,102,"$510,905.93 ", $-   ,"$284,561.35 ","$226,345 ",85,16,1,1
4344,CA,Sonoma (County),GLEN ELLEN,95443,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GLENELLEN,95442,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GUERNEVILLE,95446,12,4,4,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),HEALDSBURG,95448,34,11,11,0,0,0,2,"$1,000.00 ", $-   , $-   ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),KENWOOD,95404,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),KENWOOD,95409,3,2,2,0,0,0,1,"$2,840.00 ", $-   ,"$2,840.00 ",$0 ,1,0,0,0
4344,CA,Sonoma (County),KENWOOD,95452,87,41,38,3,0,0,28,"$189,275.39 ", $-   ,"$77,499.19 ","$111,776 ",20,7,1,1
4344,CA,Sonoma (County),KENWOOOD,95452,1,1,1,0,0,0,1,"$13,002.58 ", $-   ,"$2,840.00 ","$10,163 ",0,1,0,0
4344,CA,Sonoma (County),LARKFIELD,95403,6,3,3,0,0,0,2,"$1,000.00 ", $-   , $-   ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),LARKFIELD-WIKIUP,95403,1,1,1,0,0,0,1,"$6,029.00 ", $-   ,"$5,529.00 ",$500 ,1,0,0,0
4344,CA,Sonoma (County),LOS ANGELES,91601,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),MONTE RIO,95462,4,2,2,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),MONTE RIO,95486,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),OCCIDENTAL,95465,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),PENNGROVE,94951,8,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),PETALUMA,94952,27,11,11,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Sonoma (County),PETALUMA,94954,46,14,14,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Sonoma (County),ROHNERT PARK,94928,71,21,21,0,0,0,5,"$4,840.00 ", $-   ,"$2,840.00 ","$2,000 ",5,0,0,0
4344,CA,Sonoma (County),SAN ROSA,95403,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROS,95409,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,5403,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,94503,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,94928,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,94947,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95400,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95401,313,81,78,2,1,0,32,"$37,514.03 ", $-   ,"$14,472.00 ","$23,042 ",32,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95402,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95403,2795,1317,1264,38,15,0,1006,"$4,678,897.79 ", $-   ,"$2,418,634.29 ","$2,260,264 ",863,134,9,2
4344,CA,Sonoma (County),SANTA ROSA,95404,840,414,408,5,1,0,288,"$1,495,404.38 ","$4,313.82 ","$842,619.49 ","$648,471 ",249,36,3,3
4344,CA,Sonoma (County),SANTA ROSA,95405,229,55,53,2,0,0,30,"$28,638.47 ", $-   ,"$11,042.00 ","$17,596 ",30,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95406,1,1,1,0,0,0,1,"$2,840.00 ", $-   ,"$2,840.00 ",$0 ,1,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95407,155,48,48,0,0,0,14,"$15,132.07 ", $-   ,"$2,840.00 ","$12,292 ",14,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95409,517,136,136,0,0,0,109,"$127,302.91 ", $-   ,"$40,245.05 ","$87,058 ",106,3,0,0
4344,CA,Sonoma (County),SANTA ROSA,95437,1,1,1,0,0,0,1,"$2,840.00 ", $-   ,"$2,840.00 ",$0 ,1,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95494,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95498,1,0,0,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SANTA ROSA CA,95401,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSE,95403,1,1,1,0,0,0,1,"$4,847.25 ", $-   ,"$2,840.00 ","$2,007 ",1,0,0,0
4344,CA,Sonoma (County),SANT ROSA,95409,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SEBASTOPOL,95472,32,6,6,0,0,0,2,"$1,000.00 ", $-   , $-   ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),SONOMA,95476,722,189,186,2,1,0,95,"$83,050.20 ", $-   ,"$17,409.00 ","$65,641 ",94,1,0,0
4344,CA,Sonoma (County),SONOMA,96476,1,0,0,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SONOMA CA,95476,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),WINDSOR,94592,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Sonoma (County),WINDSOR,95492,72,19,19,0,0,0,13,"$15,550.75 ", $-   ,"$5,680.00 ","$9,871 ",13,0,0,0
4344,CA,Yuba (County),ARYSVILLE,95901,1,0,0,0,0,0,1,$500.00 , $-   , $-   ,$500 ,1,0,0,0
4344,CA,Yuba (County),BEALE AFB,95903,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),BROWNS VALLEY,95918,6,2,2,0,0,0,2,"$8,919.46 ", $-   ,"$1,356.00 ","$7,563 ",2,0,0,0
4344,CA,Yuba (County),DOBBINS,95935,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),LINDA,95961,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),LOMA RICA,95901,17,11,11,0,0,0,10,"$74,658.70 ", $-   ,"$12,988.29 ","$61,670 ",7,3,0,0
4344,CA,Yuba (County),MARYSVILLE,95901,93,55,55,0,0,0,36,"$181,219.25 ", $-   ,"$46,698.00 ","$134,521 ",30,6,0,0
4344,CA,Yuba (County),OLIVEHURST,95961,7,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),OREGON HOUSE,95962,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),RACKERBY,95972,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),RANCHO CUCAMONGA,91730,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4344,CA,Yuba (County),WHEATLAND,95692,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),ANGELS CAMP,95222,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),ARNOLD,95223,5,2,2,0,0,0,1,"$1,410.00 ", $-   ,"$1,410.00 ",$0 ,1,0,0,0
4240,CA,Calaveras (County),GLENCOE,95232,7,4,3,1,0,0,2,"$12,430.00 ", $-   ,"$1,764.00 ","$10,666 ",1,1,0,0
4240,CA,Calaveras (County),MOKEHILL,95245,1,1,1,0,0,0,1,"$11,954.77 ", $-   ,"$1,410.00 ","$10,545 ",0,1,0,0
4240,CA,Calaveras (County),MOKELULMNE HILL,95245,1,1,1,0,0,0,1,"$13,360.26 ", $-   ,"$1,410.00 ","$11,950 ",0,1,0,0
4240,CA,Calaveras (County),MOKELUMNE,95245,1,1,1,0,0,0,1,"$1,910.00 ", $-   ,"$1,410.00 ",$500 ,1,0,0,0
4240,CA,Calaveras (County),MOKELUMNE HILL,95245,111,93,89,4,0,0,58,"$408,165.81 ", $-   ,"$107,262.25 ","$300,904 ",43,15,0,0
4240,CA,Calaveras (County),MOUNTAIN RANCH,95245,8,8,8,0,0,0,7,"$43,644.28 ", $-   ,"$13,214.00 ","$30,430 ",6,1,0,0
4240,CA,Calaveras (County),MOUNTAIN RANCH,95246,106,99,95,3,1,0,75,"$531,222.87 ", $-   ,"$133,661.55 ","$397,561 ",54,21,0,0
4240,CA,Calaveras (County),MOUNTIAN RANCH,95246,1,1,1,0,0,0,1,"$2,471.62 ", $-   , $-   ,"$2,472 ",1,0,0,0
4240,CA,Calaveras (County),MURPHYS,95247,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),RAIL ROAD FLAT,95245,7,6,6,0,0,0,2,"$20,450.84 ", $-   ,"$2,820.00 ","$17,631 ",1,1,0,0
4240,CA,Calaveras (County),RAIL ROAD FLAT,95248,9,4,4,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),RAILROAD FLAT,95248,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),RAILR ROAD FLAT,95248,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),SAN ANDREAS,95249,27,15,14,1,0,0,4,"$33,487.18 ", $-   ,"$6,476.00 ","$27,011 ",2,2,0,0
4240,CA,Calaveras (County),SAN ANDRES,95249,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),SHEEP RANCH,95246,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),VALLEY SPRINGS,95252,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Calaveras (County),WEST POINT,95255,7,2,2,0,0,0,1,"$1,410.00 ", $-   ,"$1,410.00 ",$0 ,1,0,0,0
4240,CA,Calaveras (County),WILSEYVILLE,95257,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),CLEARLAKE,95422,12,7,7,0,0,0,3,"$2,966.16 ", $-   , $-   ,"$2,966 ",3,0,0,0
4240,CA,Lake (County),COBB,95422,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),COBB,95426,243,194,188,4,2,0,125,"$1,100,643.92 ", $-   ,"$413,840.99 ","$686,803 ",79,36,10,4
4240,CA,Lake (County),COBB,95462,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),HIDDEN VALLEY CALIF,95467,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),HIDDEN VALLEY LAKE,95467,183,130,113,17,0,0,58,"$258,768.00 ", $-   ,"$79,081.60 ","$179,686 ",50,8,0,0
4240,CA,Lake (County),HIDDEN VALLEY LAKE CA,95467,1,1,1,0,0,0,1,"$1,434.00 ", $-   ,"$1,434.00 ",$0 ,1,0,0,0
4240,CA,Lake (County),HIDDEN VALLY LAKE,95467,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),HIDDEN VL LK,95467,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),HVL,95467,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),KELSEYVILE,95451,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),KELSEYVILLE,95451,22,7,7,0,0,0,1,"$1,920.00 ", $-   ,"$1,920.00 ",$0 ,1,0,0,0
4240,CA,Lake (County),LAKEPORT,95453,5,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),LOCHLOMAND,95426,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),LOCH LOMOND,95426,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),LOCH LOMOND,95461,6,5,5,0,0,0,3,"$21,385.93 ", $-   ,"$5,638.00 ","$15,748 ",2,1,0,0
4240,CA,Lake (County),LOWER LAKE,95457,24,14,13,1,0,0,5,"$20,074.96 ", $-   ,"$7,072.00 ","$13,003 ",5,0,0,0
4240,CA,Lake (County),MIDDLETON,95461,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),MIDDLETOWM,95461,1,1,1,0,0,0,1,"$1,818.26 ", $-   ,$717.00 ,"$1,101 ",1,0,0,0
4240,CA,Lake (County),MIDDLETOWN,95401,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),MIDDLETOWN,95461,615,539,517,20,2,0,405,"$2,975,503.74 ", $-   ,"$1,038,678.23 ","$1,936,826 ",295,101,9,3
4240,CA,Lake (County),MIDDLETOWN,95462,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),MIDDLETOWN ROAD,95461,1,1,1,0,0,0,1,"$9,652.00 ", $-   ,"$1,434.00 ","$8,218 ",1,0,0,0
4240,CA,Lake (County),NICE,95464,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),POPE VALLEY,94567,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),SANTA ROSA,95404,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4240,CA,Lake (County),UPPER LAKE,95485,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Napa (County),AMERICAN CANYON,94503,31,28,24,4,0,0,18,"$24,751.07 ", $-   ,"$13,924.00 ","$10,827 ",18,0,0,0
4193,CA,Napa (County),AMERICAN CYN,94503,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Napa (County),NAPA,94558,643,533,487,42,4,0,331,"$389,140.63 ", $-   ,"$82,002.00 ","$307,139 ",329,2,0,0
4193,CA,Napa (County),NAPA,94559,426,340,275,39,26,0,206,"$336,807.09 ", $-   ,"$169,875.74 ","$166,931 ",202,3,1,0
4193,CA,Napa (County),SAN FRANCISCO,94102,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Napa (County),SONOMA,95476,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Napa (County),YOUNTVILLE,94599,3,2,0,2,0,0,1,"$5,356.04 ", $-   ,"$5,213.14 ",$143 ,1,0,0,0
4193,CA,Solano (County),BENICIA,94510,5,4,4,0,0,0,1,$268.88 , $-   , $-   ,$269 ,1,0,0,0
4193,CA,Solano (County),DIXON,95620,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Solano (County),ELMIRA,95625,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Solano (County),FAIRFIELD,94533,22,15,15,0,0,0,9,"$4,172.17 ", $-   , $-   ,"$4,172 ",9,0,0,0
4193,CA,Solano (County),NAPA,94558,3,2,2,0,0,0,1,$606.33 , $-   , $-   ,$606 ,1,0,0,0
4193,CA,Solano (County),NAPA,94559,2,2,2,0,0,0,2,"$1,661.61 ", $-   , $-   ,"$1,662 ",2,0,0,0
4193,CA,Solano (County),SUISUN CITY,94585,5,4,4,0,0,0,1,"$1,480.22 ", $-   , $-   ,"$1,480 ",1,0,0,0
4193,CA,Solano (County),VACAVILLE,95687,3,3,3,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4193,CA,Solano (County),VACAVILLE,95688,2,2,2,0,0,0,2,$676.64 , $-   , $-   ,$677 ,2,0,0,0
4193,CA,Solano (County),VALLEJO,94589,172,164,159,5,0,0,86,"$52,247.59 ", $-   ,"$9,044.00 ","$43,204 ",86,0,0,0
4193,CA,Solano (County),VALLEJO,94590,431,406,376,28,2,0,244,"$177,576.41 ", $-   ,"$85,358.28 ","$92,218 ",242,2,0,0
4193,CA,Solano (County),VALLEJO,94591,115,102,100,1,1,0,52,"$30,509.60 ", $-   ,"$5,486.00 ","$25,024 ",52,0,0,0
4193,CA,Solano (County),VALLEJO,94592,2,2,1,1,0,0,1,"$1,928.00 ", $-   ,"$1,928.00 ",$0 ,1,0,0,0
4382,CA,Lake (County),CLEARLAKE,95422,9,6,6,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),CLEARLAKE OAKS,95423,53,31,30,0,1,0,11,"$63,214.95 ", $-   ,"$13,526.00 ","$49,689 ",8,3,0,0
4382,CA,Lake (County),COBB,95426,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),FINLEY,95435,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),GLENHAVEN,95443,4,3,3,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),KELSEYVILLE,95451,22,10,10,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),LAKE PILLSBURY,95485,1,1,0,1,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),LAKEPORT,95453,123,51,51,0,0,0,6,"$54,725.44 ", $-   ,"$13,180.08 ","$41,545 ",4,2,0,0
4382,CA,Lake (County),LOWER LAKE,95457,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),LUCERNE,95458,94,49,49,0,0,0,2,"$2,565.00 ", $-   ,"$2,115.00 ",$450 ,2,0,0,0
4382,CA,Lake (County),LURCERNE,95458,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),NICE,95464,82,47,47,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),NICE,95485,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),POTTER VALLEY,95469,3,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),UKIAH,95482,1,1,1,0,0,0,1,"$21,094.72 ", $-   ,"$2,660.00 ","$18,435 ",0,1,0,0
4382,CA,Lake (County),UPPER LAKE,95453,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),UPPER LAKE,95485,101,62,60,2,0,0,22,"$153,959.17 ", $-   ,"$51,162.70 ","$102,796 ",17,4,1,0
4382,CA,Lake (County),UPPER LAKE,95493,1,1,1,0,0,0,1,"$3,968.83 ", $-   ,"$1,410.00 ","$2,559 ",1,0,0,0
4382,CA,Lake (County),UPPERLAKE,95485,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Lake (County),WITTER SPRINGS,95493,8,7,7,0,0,0,3,"$2,939.62 ", $-   ,"$2,880.00 ",$60 ,3,0,0,0
4382,CA,Shasta (County),ANDERSON,96007,38,30,30,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),BELLA VISTA,96008,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),BURNEY,96013,5,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),CASTELLA,96017,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),CITY OF SHASTA LAKE,96019,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),COMPTON,90221,1,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),COTTONWOOD,96022,10,8,8,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),FALL RIVER MILLS,96028,2,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4382,CA,Shasta (County),FRENCH GULCH,96033,43,32,31,1,0,0,15,"$84,614.33 ", $-   ,"$25,906.00 ","$58,708 ",12,3,0,0
4382,CA,Shasta (County),IGO,96047,19,12,12,0,0,0,2,"$13,677.93 ", $-   ,"$2,852.00 ","$10,826 ",1,1,0,0
