address,IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
"4339, PR, Trujillo Alto (Municipio)",11903219,5020.0,4760.0,214.0,46.0,26.0,3471780,2808.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Utuado (Municipio)",14832077,3593.0,3158.0,360.0,75.0,47.0,2681008,1228.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Vega Alta (Municipio)",15467890,3672.0,3180.0,414.0,78.0,45.0,1798744,1117.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Vega Baja (Municipio)",21810520,6204.0,5573.0,544.0,87.0,51.0,3640268,1980.0,1.0,0.0,Hurricane,2017.0
"4339, PR, Vieques (Municipio)",6665964,1208.0,1031.0,82.0,95.0,85.0,661157,339.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Villalba (Municipio)",9213478,2852.0,2633.0,178.0,41.0,28.0,1067605,663.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Yabucoa (Municipio)",20269832,5184.0,4666.0,382.0,136.0,95.0,2259947,1066.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Yauco (Municipio)",7349065,3516.0,3348.0,151.0,17.0,13.0,1307064,1121.0,0.0,0.0,Hurricane,2017.0
"4340, VI, St. Croix (Island) (County-equivalent)",21022251,4569.0,4033.0,378.0,158.0,125.0,10811600,4625.0,0.0,0.0,Hurricane,2017.0
"4340, VI, St. John (Island) (County-equivalent)",2799614,157.0,68.0,20.0,69.0,66.0,353852,116.0,0.0,0.0,Hurricane,2017.0
"4340, VI, St. Thomas (Island) (County-equivalent)",4476050,715.0,594.0,61.0,60.0,54.0,2968863,1290.0,1.0,0.0,Hurricane,2017.0
"4341, FL, Big Cypress Indian Reservation",9335,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hurricane,2017.0
"4341, FL, Brighton Indian Reservation",340,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hurricane,2017.0
"4344, CA, Butte (County)",472569,42.0,26.0,4.0,12.0,9.0,72028,16.0,0.0,0.0,Fire,2018.0
"4344, CA, Lake (County)",436275,41.0,29.0,0.0,12.0,12.0,255633,48.0,0.0,0.0,Fire,2018.0
"4344, CA, Mendocino (County)",1734698,130.0,79.0,4.0,47.0,40.0,981677,138.0,3.0,1.0,Fire,2018.0
"4344, CA, Napa (County)",315297,170.0,164.0,1.0,5.0,5.0,596150,247.0,1.0,0.0,Fire,2018.0
"4344, CA, Nevada (County)",201783,16.0,10.0,1.0,5.0,5.0,76087,14.0,0.0,0.0,Fire,2018.0
"4344, CA, Orange (County)",62000,57.0,56.0,0.0,1.0,1.0,14000,28.0,0.0,0.0,Fire,2018.0
"4344, CA, Sonoma (County)",3095398,1673.0,1608.0,7.0,58.0,53.0,7343289,1759.0,15.0,7.0,Fire,2018.0
"4344, CA, Yuba (County)",887628,78.0,54.0,1.0,23.0,21.0,265297,49.0,0.0,0.0,Fire,2018.0
"4353, CA, Los Angeles (County)",296993,28.0,22.0,0.0,6.0,0.0,89947,15.0,0.0,0.0,Fire,2018.0
"4353, CA, San Diego (County)",300844,11.0,3.0,1.0,7.0,0.0,112574,20.0,0.0,0.0,Fire,2018.0
"4353, CA, Santa Barbara (County)",1547848,203.0,165.0,14.0,24.0,0.0,654893,185.0,0.0,0.0,Fire,2018.0
"4353, CA, Ventura (County)",906221,53.0,25.0,11.0,17.0,0.0,1099443,220.0,2.0,0.0,Fire,2018.0
"4357, AS, Eastern (District)",9777159,2581.0,2425.0,130.0,26.0,0.0,1051506,613.0,0.0,0.0,Hurricane,2018.0
"4357, AS, Manu'a (District)",126612,74.0,74.0,0.0,0.0,0.0,4635,7.0,0.0,0.0,Hurricane,2018.0
"4357, AS, Rose Island (Island) (County-equivalent)",150994,47.0,44.0,3.0,0.0,0.0,16536,13.0,0.0,0.0,Hurricane,2018.0
"4357, AS, Swains Island (Island) (County-equivalent)",5317,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hurricane,2018.0
"4357, AS, Western (District)",8547906,2256.0,2118.0,110.0,28.0,0.0,832389,487.0,0.0,0.0,Hurricane,2018.0
"4362, AL, Calhoun (County)",181921,28.0,21.0,6.0,1.0,0.0,316208,161.0,0.0,0.0,Severe Storm(s),2018.0
"4362, AL, Cullman (County)",132121,38.0,37.0,1.0,0.0,0.0,41923,23.0,0.0,0.0,Severe Storm(s),2018.0
"4362, AL, Etowah (County)",92790,10.0,8.0,0.0,2.0,0.0,9454,4.0,0.0,0.0,Severe Storm(s),2018.0
"4363, IN, Carroll (County)",144944,34.0,28.0,5.0,1.0,0.0,1394,1.0,0.0,0.0,Flood,2018.0
"4363, IN, Clark (County)",336700,61.0,46.0,15.0,0.0,0.0,72812,25.0,0.0,0.0,Flood,2018.0
"4363, IN, Dearborn (County)",62331,8.0,7.0,0.0,1.0,0.0,23935,12.0,0.0,0.0,Flood,2018.0
"4363, IN, Elkhart (County)",891396,265.0,252.0,12.0,1.0,0.0,73393,38.0,0.0,0.0,Flood,2018.0
"4363, IN, Floyd (County)",113949,20.0,16.0,4.0,0.0,0.0,29083,8.0,0.0,0.0,Flood,2018.0
"4363, IN, Fulton (County)",20266,6.0,5.0,1.0,0.0,0.0,0,0,0,0,Flood,2018.0
"4363, IN, Harrison (County)",142568,20.0,14.0,6.0,0.0,0.0,12316,6.0,0.0,0.0,Flood,2018.0
"4363, IN, Jasper (County)",16034,8.0,8.0,0.0,0.0,0.0,1234,1.0,0.0,0.0,Flood,2018.0
"4363, IN, Jefferson (County)",63061,11.0,9.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2018.0
"4363, IN, Kosciusko (County)",4928,3.0,3.0,0.0,0.0,0.0,0,0,0,0,Flood,2018.0
"4363, IN, LaPorte (County)",46675,17.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2018.0
"4363, IN, Lake (County)",470471,166.0,160.0,6.0,0.0,0.0,137956,64.0,0.0,0.0,Flood,2018.0
"4363, IN, Marshall (County)",331856,79.0,72.0,7.0,0.0,0.0,13351,5.0,0.0,0.0,Flood,2018.0
"4363, IN, Porter (County)",20653,9.0,8.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2018.0
"4363, IN, Pulaski (County)",28881,8.0,8.0,0.0,0.0,0.0,0,0,0,0,Flood,2018.0
"4363, IN, Spencer (County)",38311,6.0,5.0,0.0,1.0,0.0,1048,1.0,0.0,0.0,Flood,2018.0
"4363, IN, St. Joseph (County)",494345,213.0,209.0,3.0,1.0,0.0,17799,13.0,0.0,0.0,Flood,2018.0
"4363, IN, Starke (County)",23919,10.0,10.0,0.0,0.0,0.0,3666,2.0,0.0,0.0,Flood,2018.0
"4363, IN, Switzerland (County)",104555,12.0,8.0,3.0,1.0,0.0,2578,2.0,0.0,0.0,Flood,2018.0
"4363, IN, Vanderburgh (County)",91670,22.0,20.0,2.0,0.0,0.0,4377,1.0,0.0,0.0,Flood,2018.0
"4363, IN, White (County)",35865,7.0,6.0,1.0,0.0,0.0,5228,1.0,0.0,0.0,Flood,2018.0
"4364, NC, Guilford (County)",190487,41.0,35.0,6.0,0.0,0.0,446237,179.0,0.0,0.0,Severe Storm(s),2018.0
"4364, NC, Rockingham (County)",47096,5.0,4.0,0.0,1.0,0.0,39668,5.0,1.0,0.0,Severe Storm(s),2018.0
"4365, HI, Honolulu (County)",798069,97.0,74.0,15.0,8.0,0.0,92915,17.0,0.0,0.0,Flood,2018.0
"4365, HI, Kauai (County)",414081,65.0,56.0,7.0,2.0,0.0,286857,73.0,0.0,0.0,Flood,2018.0
"4366, HI, Hawaii (County)",10080658,627.0,411.0,17.0,199.0,0.0,2209482,381.0,3.0,0.0,Volcano,2018.0
"4377, TX, Cameron (County)",1002831,313.0,293.0,18.0,2.0,0.0,124016,53.0,0.0,0.0,Flood,2018.0
"4377, TX, Hidalgo (County)",26628161,3883.0,2803.0,1057.0,23.0,0.0,2539465,730.0,1.0,0.0,Flood,2018.0
"4377, TX, Jim Wells (County)",330420,124.0,119.0,5.0,0.0,0.0,14737,13.0,0.0,0.0,Flood,2018.0
"4382, CA, Lake (County)",1567991,65.0,23.0,6.0,36.0,0.0,302468,46.0,1.0,0.0,Fire,2018.0
"4382, CA, Shasta (County)",4640260,163.0,45.0,5.0,113.0,0.0,1581596,225.0,3.0,0.0,Fire,2018.0
"4393, NC, Anson (County)",59451,36.0,35.0,1.0,0.0,0.0,9479,9.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Beaufort (County)",856430,280.0,260.0,20.0,0.0,0.0,366424,118.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Bladen (County)",2980459,793.0,711.0,69.0,13.0,0.0,573500,257.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Brunswick (County)",6359608,1424.0,1244.0,126.0,54.0,0.0,1071233,494.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Carteret (County)",6107471,1587.0,1428.0,135.0,24.0,0.0,1935678,828.0,1.0,0.0,Hurricane,2018.0
"4393, NC, Chatham (County)",94810,23.0,21.0,1.0,1.0,0.0,11911,4.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Columbus (County)",4986533,1210.0,1066.0,129.0,15.0,0.0,1323793,592.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Craven (County)",13207240,2485.0,2058.0,355.0,72.0,0.0,4868869,1417.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Cumberland (County)",3096962,934.0,865.0,45.0,24.0,0.0,2084097,952.0,1.0,0.0,Hurricane,2018.0
"4393, NC, Duplin (County)",11399868,1095.0,726.0,167.0,202.0,0.0,1482695,449.0,1.0,0.0,Hurricane,2018.0
"4393, NC, Durham (County)",171540,52.0,47.0,5.0,0.0,0.0,58715,23.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Greene (County)",37152,26.0,26.0,0.0,0.0,0.0,24426,10.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Guilford (County)",104240,44.0,41.0,3.0,0.0,0.0,96121,37.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Harnett (County)",970157,292.0,275.0,9.0,8.0,0.0,135896,80.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Hoke (County)",413814,161.0,155.0,4.0,2.0,0.0,86061,50.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Hyde (County)",204152,58.0,54.0,4.0,0.0,0.0,20186,9.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Johnston (County)",117304,58.0,58.0,0.0,0.0,0.0,63519,21.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Jones (County)",5046892,561.0,380.0,115.0,66.0,0.0,515197,155.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Lee (County)",187409,65.0,62.0,2.0,1.0,0.0,57050,14.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Lenoir (County)",909319,298.0,281.0,14.0,3.0,0.0,275973,175.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Moore (County)",659779,182.0,161.0,18.0,3.0,0.0,107454,36.0,0.0,0.0,Hurricane,2018.0
"4393, NC, New Hanover (County)",6265602,1772.0,1570.0,191.0,11.0,0.0,6376383,2689.0,1.0,0.0,Hurricane,2018.0
"4393, NC, Onslow (County)",7233810,1646.0,1443.0,179.0,24.0,0.0,4362801,1775.0,1.0,0.0,Hurricane,2018.0
"4393, NC, Orange (County)",83637,19.0,16.0,3.0,0.0,0.0,185327,43.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Pamlico (County)",1833626,449.0,389.0,54.0,6.0,0.0,279943,110.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Pender (County)",15468378,1949.0,1493.0,216.0,240.0,0.0,2390650,727.0,2.0,0.0,Hurricane,2018.0
"4393, NC, Pitt (County)",128621,54.0,53.0,1.0,0.0,0.0,62963,27.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Richmond (County)",300203,177.0,176.0,1.0,0.0,0.0,44339,34.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Robeson (County)",6749875,2522.0,2407.0,105.0,10.0,0.0,2246047,1151.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Sampson (County)",1780593,436.0,401.0,14.0,21.0,0.0,337553,163.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Scotland (County)",1356762,442.0,408.0,33.0,1.0,0.0,857270,296.0,1.0,0.0,Hurricane,2018.0
"4393, NC, Union (County)",102165,25.0,22.0,2.0,1.0,0.0,17459,6.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Wayne (County)",1067110,448.0,426.0,22.0,0.0,0.0,427991,255.0,0.0,0.0,Hurricane,2018.0
"4393, NC, Wilson (County)",103677,25.0,22.0,2.0,1.0,0.0,25458,12.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Chesterfield (County)",602653,264.0,252.0,12.0,0.0,0.0,69229,33.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Darlington (County)",344394,143.0,137.0,6.0,0.0,0.0,52781,21.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Dillon (County)",1908711,560.0,517.0,37.0,6.0,0.0,657116,271.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Florence (County)",78433,49.0,49.0,0.0,0.0,0.0,41946,14.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Georgetown (County)",187249,59.0,55.0,4.0,0.0,0.0,70107,21.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Horry (County)",14044559,2060.0,1540.0,413.0,107.0,0.0,1344001,457.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Marion (County)",3215682,646.0,555.0,72.0,19.0,0.0,455405,164.0,0.0,0.0,Hurricane,2018.0
"4394, SC, Marlboro (County)",1200950,343.0,306.0,34.0,3.0,0.0,160066,64.0,0.0,0.0,Hurricane,2018.0
"4396, MP, Rota (Municipality)",304178,97.0,91.0,5.0,1.0,0.0,156245,105.0,0.0,0.0,Typhoon,2018.0
"4396, MP, Saipan (Municipality)",319980,89.0,84.0,4.0,1.0,0.0,95791,50.0,0.0,0.0,Typhoon,2018.0
"4396, MP, Tinian (Municipality)",92597,32.0,30.0,2.0,0.0,0.0,42760,22.0,0.0,0.0,Typhoon,2018.0
"4399, FL, Bay (County)",58432154,8175.0,6436.0,1237.0,502.0,0.0,40735487,11552.0,19.0,0.0,Hurricane,2019.0
"4399, FL, Calhoun (County)",8352576,1343.0,1123.0,152.0,68.0,0.0,903135,388.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Franklin (County)",1644723,336.0,295.0,30.0,11.0,0.0,198796,82.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Gadsden (County)",3196726,1021.0,974.0,34.0,13.0,0.0,692669,348.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Gulf (County)",9887370,1327.0,1020.0,203.0,104.0,0.0,1581545,507.0,2.0,0.0,Hurricane,2019.0
"4399, FL, Holmes (County)",433536,188.0,181.0,7.0,0.0,0.0,72162,41.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Jackson (County)",12257734,2718.0,2439.0,207.0,72.0,0.0,2449137,1210.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Leon (County)",523588,252.0,243.0,7.0,2.0,0.0,397760,222.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Liberty (County)",1076909,322.0,304.0,14.0,4.0,0.0,146368,74.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Taylor (County)",87864,37.0,35.0,2.0,0.0,0.0,7064,7.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Wakulla (County)",1194021,266.0,232.0,28.0,6.0,0.0,226768,78.0,0.0,0.0,Hurricane,2019.0
"4399, FL, Washington (County)",2233637,674.0,632.0,30.0,12.0,0.0,317042,148.0,2.0,0.0,Hurricane,2019.0
"4400, GA, Baker (County)",353173,109.0,101.0,5.0,3.0,0.0,53450,23.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Calhoun (County)",228112,83.0,79.0,2.0,2.0,0.0,27271,24.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Clay (County)",178418,55.0,53.0,0.0,2.0,0.0,16617,15.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Crisp (County)",385321,126.0,119.0,4.0,3.0,0.0,136438,87.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Decatur (County)",1194109,442.0,426.0,11.0,5.0,0.0,463636,313.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Dougherty (County)",848791,332.0,319.0,8.0,5.0,0.0,776192,499.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Early (County)",769245,219.0,205.0,6.0,8.0,0.0,192022,117.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Grady (County)",284594,135.0,129.0,6.0,0.0,0.0,90386,60.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Laurens (County)",156106,42.0,39.0,2.0,1.0,0.0,20857,19.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Lee (County)",486205,138.0,125.0,12.0,1.0,0.0,95633,63.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Miller (County)",672326,179.0,167.0,7.0,5.0,0.0,166984,118.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Mitchell (County)",721975,288.0,278.0,8.0,2.0,0.0,150276,111.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Randolph (County)",255367,114.0,112.0,2.0,0.0,0.0,123691,70.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Seminole (County)",1528106,373.0,340.0,24.0,9.0,0.0,351707,190.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Sumter (County)",116647,46.0,45.0,1.0,0.0,0.0,12624,14.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Terrell (County)",214576,88.0,85.0,2.0,1.0,0.0,91036,64.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Thomas (County)",183508,74.0,71.0,2.0,1.0,0.0,70083,41.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Tift (County)",131017,53.0,50.0,3.0,0.0,0.0,40413,26.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Turner (County)",160234,69.0,69.0,0.0,0.0,0.0,47137,23.0,0.0,0.0,Hurricane,2019.0
"4400, GA, Worth (County)",642444,187.0,173.0,9.0,5.0,0.0,84920,47.0,0.0,0.0,Hurricane,2019.0
"4404, MP, Rota (Municipality)",20424,5.0,4.0,1.0,0.0,0.0,4724,3.0,0.0,0.0,Typhoon,2019.0
"4404, MP, Saipan (Municipality)",24473907,2713.0,1863.0,681.0,169.0,0.0,13726203,3719.0,0.0,0.0,Typhoon,2019.0
"4404, MP, Tinian (Municipality)",1742015,252.0,200.0,42.0,10.0,0.0,889552,247.0,0.0,0.0,Typhoon,2019.0
"4407, CA, Butte (County)",44553701,1715.0,598.0,128.0,989.0,0.0,38378529,5576.0,54.0,0.0,Fire,2019.0
"4407, CA, Los Angeles (County)",2098938,150.0,98.0,8.0,44.0,0.0,2965427,496.0,7.0,0.0,Fire,2019.0
"4407, CA, Ventura (County)",360833,15.0,6.0,0.0,9.0,0.0,229913,37.0,2.0,0.0,Fire,2019.0
"4413, AK, Anchorage (Borough)",19260550,2786.0,2283.0,174.0,329.0,0.0,149989,112.0,0.0,0.0,Earthquake,2019.0
"4413, AK, Kenai Peninsula (Borough)",551703,91.0,77.0,5.0,9.0,0.0,8036,3.0,0.0,0.0,Earthquake,2019.0
"4413, AK, Matanuska-Susitna (Borough)",6017059,1297.0,1146.0,85.0,66.0,0.0,56570,43.0,0.0,0.0,Earthquake,2019.0
"4419, AL, Lee (County)",1094620,95.0,68.0,6.0,21.0,0.0,202035,41.0,0.0,0.0,Tornado,2019.0
"4420, NE, Antelope (County)",85112,9.0,4.0,5.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4420, NE, Boone (County)",301356,36.0,27.0,9.0,0.0,0.0,26427,7.0,0.0,0.0,Flood,2019.0
"4420, NE, Boyd (County)",368743,46.0,33.0,10.0,3.0,0.0,27152,13.0,0.0,0.0,Flood,2019.0
"4420, NE, Buffalo (County)",783087,152.0,132.0,18.0,2.0,0.0,39179,21.0,0.0,0.0,Flood,2019.0
"4420, NE, Burt (County)",37869,8.0,7.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4420, NE, Butler (County)",316036,35.0,19.0,14.0,2.0,0.0,724,1.0,0.0,0.0,Flood,2019.0
"4420, NE, Cass (County)",776242,107.0,84.0,15.0,8.0,0.0,62303,16.0,0.0,0.0,Flood,2019.0
"4420, NE, Colfax (County)",172712,39.0,34.0,5.0,0.0,0.0,10630,6.0,0.0,0.0,Flood,2019.0
"4420, NE, Cuming (County)",135377,24.0,19.0,5.0,0.0,0.0,3368,2.0,0.0,0.0,Flood,2019.0
"4420, NE, Custer (County)",245229,68.0,63.0,4.0,1.0,0.0,1400,1.0,0.0,0.0,Flood,2019.0
"4420, NE, Dawson (County)",565889,156.0,148.0,8.0,0.0,0.0,26878,11.0,0.0,0.0,Flood,2019.0
"4420, NE, Dodge (County)",3585037,595.0,503.0,68.0,24.0,0.0,500700,196.0,0.0,0.0,Flood,2019.0
"4420, NE, Douglas (County)",3442283,408.0,282.0,90.0,36.0,0.0,340651,111.0,0.0,0.0,Flood,2019.0
"4420, NE, Hall (County)",600472,107.0,90.0,17.0,0.0,0.0,17714,7.0,0.0,0.0,Flood,2019.0
"4420, NE, Holt (County)",170164,22.0,18.0,1.0,3.0,0.0,3986,3.0,0.0,0.0,Flood,2019.0
"4420, NE, Howard (County)",285564,50.0,41.0,7.0,2.0,0.0,6462,4.0,0.0,0.0,Flood,2019.0
"4420, NE, Knox (County)",335196,52.0,40.0,10.0,2.0,0.0,1170,3.0,0.0,0.0,Flood,2019.0
"4420, NE, Madison (County)",442548,75.0,64.0,9.0,2.0,0.0,32153,12.0,0.0,0.0,Flood,2019.0
"4420, NE, Nance (County)",141222,17.0,10.0,6.0,1.0,0.0,1754,1.0,0.0,0.0,Flood,2019.0
"4420, NE, Nemaha (County)",150025,14.0,10.0,1.0,3.0,0.0,3723,1.0,0.0,0.0,Flood,2019.0
"4420, NE, Pierce (County)",589340,94.0,74.0,20.0,0.0,0.0,18269,6.0,0.0,0.0,Flood,2019.0
"4420, NE, Platte (County)",304043,45.0,36.0,6.0,3.0,0.0,6864,4.0,0.0,0.0,Flood,2019.0
"4420, NE, Richardson (County)",52504,8.0,6.0,2.0,0.0,0.0,5201,4.0,0.0,0.0,Flood,2019.0
"4420, NE, Saline (County)",12181,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4420, NE, Santee Indian Reservation",2112,1.0,1.0,0.0,0.0,0.0,0,0,0,0,Flood,2019.0
"4420, NE, Sarpy (County)",9356337,454.0,200.0,54.0,200.0,0.0,1350259,186.0,0.0,0.0,Flood,2019.0
"4420, NE, Saunders (County)",508219,77.0,61.0,12.0,4.0,0.0,32484,10.0,0.0,0.0,Flood,2019.0
"4420, NE, Stanton (County)",59855,11.0,10.0,1.0,0.0,0.0,1130,1.0,0.0,0.0,Flood,2019.0
"4420, NE, Thurston (County)",154269,34.0,29.0,5.0,0.0,0.0,7837,3.0,0.0,0.0,Flood,2019.0
"4420, NE, Washington (County)",218710,30.0,23.0,6.0,1.0,0.0,30421,12.0,0.0,0.0,Flood,2019.0
"4421, IA, Fremont (County)",3017545,229.0,137.0,38.0,54.0,0.0,409545,109.0,0.0,0.0,Flood,2019.0
"4421, IA, Harrison (County)",505421,95.0,78.0,13.0,4.0,0.0,53991,14.0,0.0,0.0,Flood,2019.0
"4421, IA, Louisa (County)",150710,52.0,49.0,2.0,1.0,0.0,4134,4.0,0.0,0.0,Flood,2019.0
"4421, IA, Mills (County)",8174317,266.0,42.0,21.0,203.0,0.0,527147,77.0,0.0,0.0,Flood,2019.0
"4421, IA, Monona (County)",99378,49.0,49.0,0.0,0.0,0.0,1578,2.0,0.0,0.0,Flood,2019.0
"4421, IA, Muscatine (County)",63249,22.0,20.0,2.0,0.0,0.0,252,1.0,0.0,0.0,Flood,2019.0
"4421, IA, Pottawattamie (County)",572689,161.0,147.0,11.0,3.0,0.0,99980,38.0,0.0,0.0,Flood,2019.0
"4421, IA, Scott (County)",409921,143.0,136.0,7.0,0.0,0.0,80773,43.0,0.0,0.0,Flood,2019.0
"4421, IA, Shelby (County)",131801,58.0,55.0,3.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4421, IA, Woodbury (County)",725544,357.0,347.0,10.0,0.0,0.0,18430,11.0,0.0,0.0,Flood,2019.0
"4438, OK, Alfalfa (County)",55315,15.0,13.0,2.0,0.0,0.0,2058,1.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Canadian (County)",589479,82.0,68.0,7.0,7.0,0.0,28894,11.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Cherokee (County)",71443,25.0,24.0,0.0,1.0,0.0,3519,2.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Craig (County)",44421,19.0,18.0,1.0,0.0,0.0,7322,1.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Creek (County)",125859,48.0,46.0,1.0,1.0,0.0,16436,6.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Delaware (County)",222132,59.0,54.0,4.0,1.0,0.0,16887,12.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Garfield (County)",53518,25.0,24.0,1.0,0.0,0.0,795,1.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Kay (County)",199003,110.0,107.0,3.0,0.0,0.0,33658,12.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Kingfisher (County)",87185,26.0,24.0,2.0,0.0,0.0,2916,3.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Le Flore (County)",31922,7.0,6.0,1.0,0.0,0.0,10550,3.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Logan (County)",242987,45.0,39.0,2.0,4.0,0.0,14158,7.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Mayes (County)",401541,66.0,54.0,9.0,3.0,0.0,6847,6.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Muskogee (County)",3784103,218.0,85.0,63.0,70.0,0.0,316073,83.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Noble (County)",39082,23.0,22.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Nowata (County)",158042,36.0,31.0,5.0,0.0,0.0,3934,2.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Okmulgee (County)",58474,20.0,19.0,0.0,1.0,0.0,6100,6.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Osage (County)",994089,131.0,89.0,38.0,4.0,0.0,59337,17.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Ottawa (County)",225595,64.0,59.0,4.0,1.0,0.0,77457,20.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Pawnee (County)",103460,19.0,16.0,2.0,1.0,0.0,11977,3.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Payne (County)",130514,42.0,39.0,2.0,1.0,0.0,42193,10.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Pottawatomie (County)",18982,10.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Rogers (County)",651793,107.0,82.0,19.0,6.0,0.0,19812,8.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Sequoyah (County)",612590,30.0,6.0,11.0,13.0,0.0,160930,35.0,0.0,0.0,Severe Storm(s),2019.0
