address,IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
"4272, TX, Grimes (County)",604144,140.0,124.0,14.0,2.0,2.0,62171,29.0,0.0,0.0,Flood,2016.0
"4272, TX, Harris (County)",1450726,227.0,174.0,44.0,9.0,3.0,285934,83.0,0.0,0.0,Flood,2016.0
"4272, TX, Hidalgo (County)",533558,208.0,201.0,7.0,0.0,0.0,36238,22.0,0.0,0.0,Flood,2016.0
"4272, TX, Hood (County)",312571,68.0,57.0,11.0,0.0,0.0,58744,24.0,0.0,0.0,Flood,2016.0
"4272, TX, Kleberg (County)",143426,55.0,53.0,1.0,1.0,0.0,60600,26.0,0.0,0.0,Flood,2016.0
"4272, TX, Lee (County)",383833,31.0,17.0,7.0,7.0,1.0,10670,3.0,0.0,0.0,Flood,2016.0
"4272, TX, Liberty (County)",539123,158.0,144.0,13.0,1.0,0.0,73247,27.0,0.0,0.0,Flood,2016.0
"4272, TX, Montgomery (County)",8186118,1031.0,725.0,235.0,71.0,31.0,1900943,370.0,5.0,1.0,Flood,2016.0
"4272, TX, Palo Pinto (County)",128206,17.0,10.0,6.0,1.0,1.0,1148,1.0,0.0,0.0,Flood,2016.0
"4272, TX, Parker (County)",74901,18.0,15.0,3.0,0.0,0.0,259,1.0,0.0,0.0,Flood,2016.0
"4272, TX, San Jacinto (County)",551734,94.0,77.0,15.0,2.0,1.0,28413,17.0,0.0,0.0,Flood,2016.0
"4272, TX, Stephens (County)",222448,32.0,21.0,11.0,0.0,0.0,28739,8.0,0.0,0.0,Flood,2016.0
"4272, TX, Travis (County)",436401,62.0,47.0,12.0,3.0,1.0,92938,20.0,0.0,0.0,Flood,2016.0
"4272, TX, Tyler (County)",264245,37.0,28.0,7.0,2.0,0.0,1110,1.0,0.0,0.0,Flood,2016.0
"4272, TX, Waller (County)",1518062,157.0,99.0,39.0,19.0,8.0,54488,17.0,0.0,0.0,Flood,2016.0
"4272, TX, Washington (County)",1088383,218.0,186.0,20.0,12.0,5.0,73794,41.0,0.0,0.0,Flood,2016.0
"4273, WV, Clay (County)",4613061,548.0,402.0,85.0,61.0,37.0,217854,42.0,0.0,0.0,Flood,2016.0
"4273, WV, Fayette (County)",1080400,205.0,175.0,18.0,12.0,6.0,36272,15.0,0.0,0.0,Flood,2016.0
"4273, WV, Greenbrier (County)",12457847,1187.0,755.0,215.0,217.0,100.0,1470573,303.0,1.0,0.0,Flood,2016.0
"4273, WV, Jackson (County)",64458,25.0,23.0,2.0,0.0,0.0,2196,2.0,0.0,0.0,Flood,2016.0
"4273, WV, Kanawha (County)",12389144,1120.0,682.0,243.0,195.0,101.0,1388232,268.0,0.0,0.0,Flood,2016.0
"4273, WV, Lincoln (County)",199234,48.0,42.0,5.0,1.0,0.0,10188,5.0,0.0,0.0,Flood,2016.0
"4273, WV, Monroe (County)",144402,31.0,26.0,5.0,0.0,0.0,31087,12.0,0.0,0.0,Flood,2016.0
"4273, WV, Nicholas (County)",3218339,488.0,388.0,59.0,41.0,23.0,246159,71.0,0.0,0.0,Flood,2016.0
"4273, WV, Pocahontas (County)",175723,39.0,35.0,3.0,1.0,0.0,3478,3.0,0.0,0.0,Flood,2016.0
"4273, WV, Roane (County)",1561434,175.0,123.0,30.0,22.0,9.0,78534,20.0,0.0,0.0,Flood,2016.0
"4273, WV, Summers (County)",376390,72.0,58.0,13.0,1.0,1.0,42328,16.0,0.0,0.0,Flood,2016.0
"4273, WV, Webster (County)",2405660,231.0,147.0,39.0,45.0,25.0,109375,24.0,0.0,0.0,Flood,2016.0
"4277, LA, Acadia (Parish)",6658279,1224.0,984.0,221.0,19.0,7.0,1161974,455.0,0.0,0.0,Flood,2016.0
"4277, LA, Ascension (Parish)",51723644,5749.0,3744.0,1453.0,552.0,187.0,6666268,1398.0,4.0,0.0,Flood,2016.0
"4277, LA, Avoyelles (Parish)",535063,157.0,143.0,14.0,0.0,0.0,96625,68.0,0.0,0.0,Flood,2016.0
"4277, LA, East Baton Rouge (Parish)",308400513,22429.0,9930.0,7975.0,4524.0,1671.0,73901696,12557.0,118.0,29.0,Flood,2016.0
"4277, LA, East Feliciana (Parish)",4981455,421.0,235.0,110.0,76.0,40.0,498267,101.0,1.0,0.0,Flood,2016.0
"4277, LA, Evangeline (Parish)",2143064,383.0,299.0,81.0,3.0,1.0,368210,158.0,0.0,0.0,Flood,2016.0
"4277, LA, Iberia (Parish)",4871198,1091.0,974.0,108.0,9.0,3.0,1616162,487.0,0.0,0.0,Flood,2016.0
"4277, LA, Iberville (Parish)",1127166,232.0,194.0,34.0,4.0,1.0,132284,43.0,0.0,0.0,Flood,2016.0
"4277, LA, Jefferson Davis (Parish)",1272616,323.0,285.0,37.0,1.0,0.0,136896,71.0,0.0,0.0,Flood,2016.0
"4277, LA, Lafayette (Parish)",32765554,3941.0,2513.0,1246.0,182.0,52.0,2953369,906.0,2.0,1.0,Flood,2016.0
"4277, LA, Livingston (Parish)",182742967,14911.0,7893.0,4282.0,2736.0,1139.0,26875232,4856.0,20.0,4.0,Flood,2016.0
"4277, LA, Pointe Coupee (Parish)",1274337,302.0,267.0,33.0,2.0,1.0,305650,92.0,0.0,0.0,Flood,2016.0
"4277, LA, St. Helena (Parish)",4000601,543.0,409.0,94.0,40.0,17.0,454722,100.0,2.0,2.0,Flood,2016.0
"4277, LA, St. James (Parish)",262100,61.0,54.0,7.0,0.0,0.0,13005,8.0,0.0,0.0,Flood,2016.0
"4277, LA, St. Landry (Parish)",4469049,1027.0,875.0,147.0,5.0,1.0,1102206,405.0,0.0,0.0,Flood,2016.0
"4277, LA, St. Martin (Parish)",5140899,937.0,759.0,161.0,17.0,5.0,422145,159.0,0.0,0.0,Flood,2016.0
"4277, LA, St. Tammany (Parish)",529443,164.0,152.0,12.0,0.0,0.0,106103,25.0,0.0,0.0,Flood,2016.0
"4277, LA, Tangipahoa (Parish)",29645964,3744.0,2582.0,945.0,217.0,64.0,4961236,1294.0,4.0,1.0,Flood,2016.0
"4277, LA, Vermilion (Parish)",8687136,1421.0,1108.0,260.0,53.0,17.0,1486577,405.0,1.0,0.0,Flood,2016.0
"4277, LA, Washington (Parish)",446551,119.0,108.0,7.0,4.0,1.0,49177,27.0,0.0,0.0,Flood,2016.0
"4277, LA, West Baton Rouge (Parish)",155460,62.0,61.0,1.0,0.0,0.0,26057,14.0,0.0,0.0,Flood,2016.0
"4277, LA, West Feliciana (Parish)",674528,85.0,58.0,23.0,4.0,1.0,70424,19.0,0.0,0.0,Flood,2016.0
"4280, FL, Citrus (County)",1941734,348.0,275.0,68.0,5.0,0.0,423369,120.0,1.0,0.0,Hurricane,2016.0
"4280, FL, Dixie (County)",1094264,149.0,104.0,44.0,1.0,0.0,39480,18.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Hernando (County)",467558,109.0,98.0,11.0,0.0,0.0,143344,40.0,1.0,0.0,Hurricane,2016.0
"4280, FL, Hillsborough (County)",102512,27.0,25.0,1.0,1.0,1.0,34343,11.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Leon (County)",369241,131.0,122.0,8.0,1.0,1.0,158457,79.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Levy (County)",460535,99.0,82.0,17.0,0.0,0.0,82273,23.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Manatee (County)",259871,44.0,38.0,5.0,1.0,1.0,480192,139.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Pasco (County)",1301379,299.0,270.0,28.0,1.0,0.0,347678,119.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Pinellas (County)",232116,65.0,59.0,6.0,0.0,0.0,24436,21.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Taylor (County)",651433,108.0,79.0,28.0,1.0,0.0,44609,13.0,0.0,0.0,Hurricane,2016.0
"4280, FL, Wakulla (County)",56519,22.0,21.0,1.0,0.0,0.0,9827,6.0,0.0,0.0,Hurricane,2016.0
"4283, FL, Brevard (County)",856616,408.0,397.0,11.0,0.0,0.0,486939,254.0,1.0,0.0,Hurricane,2017.0
"4283, FL, Duval (County)",1372023,511.0,490.0,19.0,2.0,1.0,394516,164.0,0.0,0.0,Hurricane,2017.0
"4283, FL, Flagler (County)",1060559,323.0,295.0,26.0,2.0,1.0,159272,76.0,0.0,0.0,Hurricane,2017.0
"4283, FL, Indian River (County)",154843,62.0,59.0,3.0,0.0,0.0,57123,42.0,0.0,0.0,Hurricane,2017.0
"4283, FL, Nassau (County)",216259,93.0,92.0,0.0,1.0,1.0,48256,16.0,0.0,0.0,Hurricane,2017.0
"4283, FL, Putnam (County)",952660,316.0,295.0,19.0,2.0,1.0,134305,89.0,0.0,0.0,Hurricane,2017.0
"4283, FL, Seminole (County)",138481,56.0,55.0,0.0,1.0,1.0,35224,19.0,0.0,0.0,Hurricane,2017.0
"4283, FL, St. Johns (County)",7081021,1378.0,1132.0,233.0,13.0,1.0,1694402,537.0,1.0,0.0,Hurricane,2017.0
"4283, FL, Volusia (County)",5091287,1890.0,1813.0,65.0,12.0,10.0,1165522,588.0,1.0,0.0,Hurricane,2017.0
"4284, GA, Bryan (County)",324304,85.0,77.0,7.0,1.0,1.0,40396,19.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Bulloch (County)",288632,65.0,60.0,2.0,3.0,3.0,26405,13.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Chatham (County)",2441617,596.0,530.0,51.0,15.0,9.0,1338506,571.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Effingham (County)",312944,98.0,94.0,4.0,0.0,0.0,28664,14.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Evans (County)",77447,27.0,27.0,0.0,0.0,0.0,18672,6.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Glynn (County)",565855,148.0,126.0,21.0,1.0,1.0,366265,162.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Liberty (County)",190629,70.0,66.0,4.0,0.0,0.0,62210,26.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Long (County)",57972,31.0,31.0,0.0,0.0,0.0,27994,11.0,0.0,0.0,Hurricane,2017.0
"4284, GA, McIntosh (County)",284088,81.0,77.0,1.0,3.0,3.0,22351,13.0,0.0,0.0,Hurricane,2017.0
"4284, GA, Wayne (County)",93805,31.0,30.0,0.0,1.0,1.0,36337,24.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Anson (County)",22749,9.0,8.0,1.0,0.0,0.0,1112,1.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Beaufort (County)",273248,126.0,122.0,4.0,0.0,0.0,297508,100.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Bertie (County)",665118,224.0,214.0,8.0,2.0,1.0,256658,80.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Bladen (County)",2208014,678.0,629.0,37.0,12.0,4.0,238095,143.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Brunswick (County)",329047,97.0,89.0,8.0,0.0,0.0,31058,19.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Camden (County)",237540,63.0,53.0,10.0,0.0,0.0,27810,12.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Carteret (County)",63720,14.0,12.0,1.0,1.0,1.0,11203,3.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Chatham (County)",1006,2.0,2.0,0.0,0.0,0.0,13086,8.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Chowan (County)",101691,48.0,46.0,2.0,0.0,0.0,14419,10.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Columbus (County)",4948543,1256.0,1113.0,118.0,25.0,12.0,1436830,632.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Craven (County)",566823,127.0,108.0,17.0,2.0,1.0,126178,35.0,1.0,0.0,Hurricane,2017.0
"4285, NC, Cumberland (County)",10749739,2476.0,2123.0,268.0,85.0,41.0,5523372,2575.0,4.0,1.0,Hurricane,2017.0
"4285, NC, Currituck (County)",230758,62.0,55.0,6.0,1.0,1.0,41104,15.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Dare (County)",979113,282.0,259.0,20.0,3.0,1.0,427807,157.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Duplin (County)",999053,324.0,303.0,20.0,1.0,0.0,202723,106.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Edgecombe (County)",6704918,1055.0,839.0,134.0,82.0,39.0,3126462,760.0,2.0,0.0,Hurricane,2017.0
"4285, NC, Gates (County)",165523,48.0,44.0,3.0,1.0,0.0,39248,6.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Greene (County)",560146,116.0,95.0,20.0,1.0,0.0,95949,37.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Halifax (County)",291161,104.0,99.0,5.0,0.0,0.0,95107,39.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Harnett (County)",1243265,312.0,273.0,31.0,8.0,3.0,183374,68.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Hertford (County)",260564,99.0,92.0,6.0,1.0,1.0,58493,33.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Hoke (County)",675976,275.0,262.0,12.0,1.0,0.0,99576,53.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Hyde (County)",81174,42.0,42.0,0.0,0.0,0.0,36572,9.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Johnston (County)",1807044,310.0,253.0,41.0,16.0,6.0,527970,151.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Jones (County)",372622,85.0,75.0,9.0,1.0,1.0,25123,8.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Lee (County)",161722,54.0,50.0,3.0,1.0,1.0,11295,7.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Lenoir (County)",2542816,685.0,607.0,71.0,7.0,2.0,1708611,680.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Martin (County)",145284,48.0,46.0,0.0,2.0,1.0,33122,13.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Moore (County)",289097,77.0,70.0,6.0,1.0,1.0,75157,16.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Nash (County)",458412,157.0,148.0,9.0,0.0,0.0,313763,98.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Northampton (County)",162349,61.0,59.0,2.0,0.0,0.0,15520,11.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Onslow (County)",172019,64.0,61.0,2.0,1.0,1.0,37474,13.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Pasquotank (County)",203975,86.0,81.0,5.0,0.0,0.0,114475,35.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Pender (County)",1869411,275.0,210.0,44.0,21.0,12.0,305066,74.0,1.0,0.0,Hurricane,2017.0
"4285, NC, Perquimans (County)",30942,18.0,18.0,0.0,0.0,0.0,22839,2.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Pitt (County)",1426698,595.0,566.0,26.0,3.0,0.0,967123,670.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Richmond (County)",61912,29.0,27.0,2.0,0.0,0.0,8813,6.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Robeson (County)",17960522,4606.0,4048.0,462.0,96.0,26.0,7953758,3015.0,4.0,2.0,Hurricane,2017.0
"4285, NC, Sampson (County)",1818913,493.0,446.0,36.0,11.0,6.0,232561,105.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Scotland (County)",93566,59.0,58.0,1.0,0.0,0.0,5788,8.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Tyrrell (County)",208398,80.0,77.0,3.0,0.0,0.0,83101,30.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Wake (County)",443953,163.0,156.0,7.0,0.0,0.0,143124,41.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Washington (County)",150755,66.0,65.0,1.0,0.0,0.0,56544,24.0,0.0,0.0,Hurricane,2017.0
"4285, NC, Wayne (County)",6618965,1452.0,1252.0,161.0,39.0,17.0,3383110,1491.0,2.0,0.0,Hurricane,2017.0
"4285, NC, Wilson (County)",340566,118.0,112.0,5.0,1.0,0.0,589446,117.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Allendale (County)",125163,38.0,36.0,1.0,1.0,1.0,9220,6.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Bamberg (County)",124681,46.0,44.0,0.0,2.0,2.0,8798,5.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Barnwell (County)",21043,10.0,10.0,0.0,0.0,0.0,2764,2.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Beaufort (County)",2940941,1000.0,942.0,49.0,9.0,5.0,633696,312.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Berkeley (County)",961285,288.0,272.0,12.0,4.0,3.0,73185,29.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Calhoun (County)",51644,23.0,23.0,0.0,0.0,0.0,4362,2.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Charleston (County)",1510025,459.0,427.0,27.0,5.0,1.0,503994,226.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Chesterfield (County)",115075,48.0,46.0,2.0,0.0,0.0,6233,3.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Clarendon (County)",342003,152.0,147.0,3.0,2.0,2.0,30800,18.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Colleton (County)",555627,241.0,233.0,7.0,1.0,1.0,57715,40.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Darlington (County)",608242,241.0,232.0,7.0,2.0,1.0,92868,40.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Dillon (County)",2011214,579.0,531.0,39.0,9.0,1.0,640991,255.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Dorchester (County)",749823,205.0,185.0,19.0,1.0,1.0,140832,71.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Florence (County)",3136534,1086.0,1029.0,51.0,6.0,2.0,642103,323.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Georgetown (County)",1367433,519.0,493.0,25.0,1.0,1.0,212658,81.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Hampton (County)",178719,75.0,72.0,3.0,0.0,0.0,15619,10.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Horry (County)",6253928,1399.0,1212.0,153.0,34.0,9.0,997093,393.0,1.0,0.0,Hurricane,2017.0
"4286, SC, Jasper (County)",432684,161.0,153.0,8.0,0.0,0.0,34897,14.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Lee (County)",228825,72.0,67.0,5.0,0.0,0.0,9520,7.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Marion (County)",8313818,1173.0,870.0,212.0,91.0,28.0,1425728,427.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Marlboro (County)",305297,90.0,84.0,6.0,0.0,0.0,27854,18.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Orangeburg (County)",963828,349.0,332.0,13.0,4.0,2.0,134065,66.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Sumter (County)",392430,142.0,138.0,4.0,0.0,0.0,83247,38.0,0.0,0.0,Hurricane,2017.0
"4286, SC, Williamsburg (County)",2084061,764.0,736.0,24.0,4.0,4.0,214022,110.0,0.0,0.0,Hurricane,2017.0
"4290, MN, Blue Earth (County)",393242,85.0,75.0,9.0,1.0,0.0,14715,4.0,0.0,0.0,Flood,2017.0
"4290, MN, Freeborn (County)",416128,108.0,103.0,4.0,1.0,0.0,14824,12.0,0.0,0.0,Flood,2017.0
"4290, MN, Hennepin (County)",152723,47.0,44.0,3.0,0.0,0.0,1113,1.0,0.0,0.0,Flood,2017.0
"4290, MN, Le Sueur (County)",21395,13.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2017.0
"4290, MN, Rice (County)",10071,5.0,5.0,0.0,0.0,0.0,0,0,0,0,Flood,2017.0
"4290, MN, Steele (County)",59875,32.0,32.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2017.0
"4290, MN, Waseca (County)",1496035,345.0,315.0,30.0,0.0,0.0,18298,9.0,0.0,0.0,Flood,2017.0
"4291, VA, Chesapeake",794586,175.0,152.0,20.0,3.0,1.0,81712,29.0,0.0,0.0,Hurricane,2017.0
"4291, VA, Hampton",81207,30.0,30.0,0.0,0.0,0.0,188925,58.0,0.0,0.0,Hurricane,2017.0
"4291, VA, Newport News",40167,13.0,13.0,0.0,0.0,0.0,334280,90.0,0.0,0.0,Hurricane,2017.0
"4291, VA, Norfolk",437649,141.0,133.0,8.0,0.0,0.0,253621,80.0,0.0,0.0,Hurricane,2017.0
"4291, VA, Portsmouth",304283,82.0,73.0,9.0,0.0,0.0,376484,97.0,0.0,0.0,Hurricane,2017.0
"4291, VA, Suffolk",439089,73.0,58.0,12.0,3.0,1.0,50297,20.0,0.0,0.0,Hurricane,2017.0
"4291, VA, Virginia Beach",5044368,930.0,758.0,165.0,7.0,3.0,1768950,443.0,0.0,0.0,Hurricane,2017.0
"4293, TN, Sevier (County)",1183752,53.0,18.0,2.0,33.0,32.0,2249606,389.0,1.0,1.0,Fire,2017.0
"4294, GA, Dougherty (County)",198908,96.0,95.0,1.0,0.0,0.0,429421,225.0,0.0,0.0,Severe Storm(s),2017.0
"4295, MS, Forrest (County)",1915651,191.0,126.0,37.0,28.0,22.0,1130277,325.0,0.0,0.0,Tornado,2017.0
"4295, MS, Lamar (County)",57130,20.0,20.0,0.0,0.0,0.0,46243,14.0,0.0,0.0,Tornado,2017.0
"4295, MS, Lauderdale (County)",95460,13.0,10.0,2.0,1.0,1.0,14756,2.0,0.0,0.0,Tornado,2017.0
"4295, MS, Perry (County)",68204,9.0,8.0,0.0,1.0,1.0,1816,2.0,0.0,0.0,Tornado,2017.0
"4297, GA, Berrien (County)",26504,6.0,5.0,1.0,0.0,0.0,6742,1.0,0.0,0.0,Tornado,2017.0
"4297, GA, Cook (County)",1836,2.0,2.0,0.0,0.0,0.0,198450,32.0,0.0,0.0,Tornado,2017.0
"4297, GA, Crisp (County)",52067,15.0,14.0,1.0,0.0,0.0,18312,7.0,0.0,0.0,Tornado,2017.0
"4297, GA, Dougherty (County)",988637,169.0,143.0,14.0,12.0,11.0,943904,244.0,1.0,0.0,Tornado,2017.0
"4297, GA, Thomas (County)",15037,6.0,6.0,0.0,0.0,0.0,13093,3.0,0.0,0.0,Tornado,2017.0
"4297, GA, Turner (County)",308209,40.0,29.0,7.0,4.0,4.0,62100,14.0,0.0,0.0,Tornado,2017.0
"4297, GA, Wilcox (County)",143415,15.0,11.0,1.0,3.0,3.0,0,0.0,0.0,0.0,Tornado,2017.0
"4297, GA, Worth (County)",140894,22.0,18.0,2.0,2.0,1.0,31123,15.0,0.0,0.0,Tornado,2017.0
"4300, LA, Livingston (Parish)",95215,12.0,9.0,2.0,1.0,1.0,73158,7.0,2.0,0.0,Tornado,2017.0
"4300, LA, Orleans (Parish)",1951647,273.0,220.0,30.0,23.0,14.0,898663,296.0,0.0,0.0,Tornado,2017.0
"4317, MO, Bollinger (County)",87994,15.0,13.0,2.0,0.0,0.0,1470,1.0,0.0,0.0,Flood,2017.0
"4317, MO, Butler (County)",385341,94.0,82.0,11.0,1.0,1.0,74456,24.0,0.0,0.0,Flood,2017.0
"4317, MO, Carter (County)",1585143,94.0,39.0,21.0,34.0,20.0,224127,39.0,0.0,0.0,Flood,2017.0
"4317, MO, Christian (County)",32750,10.0,9.0,1.0,0.0,0.0,2976,1.0,0.0,0.0,Flood,2017.0
"4317, MO, Crawford (County)",39747,6.0,4.0,2.0,0.0,0.0,5578,2.0,0.0,0.0,Flood,2017.0
"4317, MO, Dent (County)",43647,7.0,5.0,2.0,0.0,0.0,0,0,0,0,Flood,2017.0
"4317, MO, Douglas (County)",171530,24.0,18.0,5.0,1.0,1.0,0,0.0,0.0,0.0,Flood,2017.0
"4317, MO, Dunklin (County)",66112,9.0,7.0,1.0,1.0,1.0,0,0.0,0.0,0.0,Flood,2017.0
"4317, MO, Franklin (County)",458279,55.0,40.0,12.0,3.0,2.0,139788,32.0,0.0,0.0,Flood,2017.0
"4317, MO, Gasconade (County)",316228,33.0,22.0,8.0,3.0,3.0,3078,2.0,0.0,0.0,Flood,2017.0
"4317, MO, Greene (County)",137161,55.0,53.0,2.0,0.0,0.0,8779,5.0,0.0,0.0,Flood,2017.0
"4317, MO, Howell (County)",517716,112.0,94.0,17.0,1.0,0.0,220804,55.0,0.0,0.0,Flood,2017.0
"4317, MO, Iron (County)",4972,5.0,5.0,0.0,0.0,0.0,2465,1.0,0.0,0.0,Flood,2017.0
"4317, MO, Jasper (County)",318463,39.0,28.0,6.0,5.0,4.0,10222,2.0,0.0,0.0,Flood,2017.0
"4317, MO, Jefferson (County)",1010075,186.0,157.0,20.0,9.0,3.0,183785,58.0,0.0,0.0,Flood,2017.0
"4317, MO, Madison (County)",96503,23.0,20.0,3.0,0.0,0.0,15488,2.0,0.0,0.0,Flood,2017.0
"4317, MO, Maries (County)",75352,11.0,8.0,3.0,0.0,0.0,1058,1.0,0.0,0.0,Flood,2017.0
"4317, MO, McDonald (County)",445377,76.0,61.0,13.0,2.0,1.0,44757,12.0,0.0,0.0,Flood,2017.0
"4317, MO, Newton (County)",1107612,155.0,107.0,46.0,2.0,0.0,276746,52.0,0.0,0.0,Flood,2017.0
"4317, MO, Oregon (County)",105171,25.0,22.0,2.0,1.0,1.0,968,1.0,0.0,0.0,Flood,2017.0
"4317, MO, Osage (County)",52502,10.0,9.0,0.0,1.0,1.0,2706,2.0,0.0,0.0,Flood,2017.0
"4317, MO, Ozark (County)",288703,44.0,36.0,3.0,5.0,5.0,14422,5.0,0.0,0.0,Flood,2017.0
"4317, MO, Pemiscot (County)",16739,7.0,7.0,0.0,0.0,0.0,3753,4.0,0.0,0.0,Flood,2017.0
"4317, MO, Phelps (County)",109053,25.0,21.0,3.0,1.0,0.0,5114,3.0,0.0,0.0,Flood,2017.0
"4317, MO, Pulaski (County)",604785,42.0,20.0,12.0,10.0,8.0,41314,9.0,0.0,0.0,Flood,2017.0
"4317, MO, Reynolds (County)",103899,28.0,26.0,2.0,0.0,0.0,26986,8.0,0.0,0.0,Flood,2017.0
"4317, MO, Ripley (County)",823841,66.0,39.0,9.0,18.0,10.0,92077,14.0,0.0,0.0,Flood,2017.0
"4317, MO, Shannon (County)",322115,33.0,22.0,7.0,4.0,4.0,22370,6.0,0.0,0.0,Flood,2017.0
"4317, MO, St. Louis (County)",449301,117.0,106.0,7.0,4.0,1.0,84757,43.0,0.0,0.0,Flood,2017.0
"4317, MO, Ste. Genevieve (County)",4119,2.0,2.0,0.0,0.0,0.0,1063,1.0,0.0,0.0,Flood,2017.0
"4317, MO, Stone (County)",92475,36.0,35.0,1.0,0.0,0.0,7558,3.0,0.0,0.0,Flood,2017.0
"4317, MO, Taney (County)",519364,52.0,34.0,11.0,7.0,1.0,96661,19.0,0.0,0.0,Flood,2017.0
"4317, MO, Texas (County)",272576,31.0,23.0,3.0,5.0,5.0,36667,4.0,0.0,0.0,Flood,2017.0
"4317, MO, Wayne (County)",183594,31.0,25.0,4.0,2.0,2.0,4640,4.0,0.0,0.0,Flood,2017.0
"4317, MO, Wright (County)",53013,7.0,5.0,1.0,1.0,1.0,536,1.0,0.0,0.0,Flood,2017.0
"4318, AR, Benton (County)",242496,74.0,65.0,8.0,1.0,0.0,35880,10.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Boone (County)",84391,20.0,18.0,1.0,1.0,0.0,26282,10.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Carroll (County)",16361,10.0,10.0,0.0,0.0,0.0,5498,2.0,0.0,0.0,Severe Storm(s),2017.0
