Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4344,CA,Orange (County),FULLERTON,92835,16, $-   ,3, $-   ,3,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92840,19, $-   ,9, $-   ,9,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92841,13, $-   ,6, $-   ,6,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92843,11, $-   ,6, $-   ,6,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92844,3, $-   ,2, $-   ,2,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92845,12, $-   ,4, $-   ,4,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92646,27, $-   ,11, $-   ,11,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92647,24, $-   ,11, $-   ,11,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92648,38, $-   ,10, $-   ,10,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92649,28, $-   ,13, $-   ,13,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92602,11, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92603,13, $-   ,2, $-   ,2,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),IRVINE,92604,18, $-   ,4, $-   ,4,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92606,13, $-   ,11, $-   ,11,0,0,0,0,3,"$1,500.00 ",$0 ,$0 ,"$1,500 ",3,0,0,0
4344,CA,Orange (County),IRVINE,92612,12, $-   ,4, $-   ,4,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92614,15, $-   ,5, $-   ,5,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92617,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92618,16, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),IRVINE,92620,17, $-   ,6, $-   ,6,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LADERA RANCH,92694,16, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LAGUNA BEACH,92651,31, $-   ,16, $-   ,16,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),LAGUNA HILLS,92653,22, $-   ,14, $-   ,14,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),LAGUNA HILLS,92656,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LAGUNA NIGUE,92677,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LAGUNA NIGUEL,92677,58, $-   ,26, $-   ,26,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LAGUNA WOODS,92637,10, $-   ,6, $-   ,6,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LA HABRA,90631,20, $-   ,11, $-   ,11,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Orange (County),LAKE FOREST,92630,42, $-   ,19, $-   ,19,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LA PALMA,90623,3, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LAS FLORES,92688,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),LOS ALAMITOS,90720,19, $-   ,12, $-   ,12,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),MIDWAY CITY,92655,3, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),MISSION VIEJO,92691,28, $-   ,9, $-   ,9,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),MISSION VIEJO,92692,41, $-   ,13, $-   ,13,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),MONARCH BEACH,92629,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92657,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92660,42, $-   ,18, $-   ,18,0,0,0,0,4,"$2,000.00 ",$0 ,$0 ,"$2,000 ",4,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92662,3, $-   ,3, $-   ,3,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92663,15, $-   ,8, $-   ,8,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),NEWPORT COAST,92657,25, $-   ,9, $-   ,9,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),NORTH TUSTIN,92705,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ONTARIO,91762,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ORANGE,92780,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ORANGE,92861,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ORANGE,92865,18, $-   ,3, $-   ,3,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),ORANGE,92866,13, $-   ,5, $-   ,5,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ORANGE,92867,61, $-   ,11, $-   ,11,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ORANGE,92868,11, $-   ,8, $-   ,8,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ORANGE,92869,46, $-   ,20, $-   ,20,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),PLACENTIA,92870,25, $-   ,11, $-   ,11,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),RANCHO SANTA MARGARITA,92688,18, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),ROSSMOOR,90720,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SAN CLEMENTE,92672,21, $-   ,6, $-   ,6,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SAN CLEMENTE,92673,20, $-   ,11, $-   ,11,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),SAN JUAN CAPISTRANO,92675,18, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SAN JUAN CAPO,92675,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92701,15, $-   ,6, $-   ,6,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),SANTA ANA,92703,10, $-   ,7, $-   ,7,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),SANTA ANA,92704,16, $-   ,9, $-   ,9,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),SANTA ANA,92705,27, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92706,5, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92707,12, $-   ,8, $-   ,8,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SANTA MARGARITA,92688,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SEAL BEACH,90740,13, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),SILVERADO,92676,3, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),STANTON,90680,5, $-   ,5, $-   ,5,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),TRABUCO CANYON,92679,20, $-   ,10, $-   ,10,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Orange (County),TUSTIN,92780,21, $-   ,9, $-   ,9,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),TUSTIN,92782,27, $-   ,4, $-   ,4,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),VILLA PARK,92861,11, $-   ,4, $-   ,4,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Orange (County),VILLA PARK,92867,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),WESTMINSTER,92683,22, $-   ,8, $-   ,8,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Orange (County),YORBA LINDA,92886,32, $-   ,14, $-   ,14,0,0,0,0,3,"$1,500.00 ",$0 ,$0 ,"$1,500 ",3,0,0,0
4344,CA,Orange (County),YORBA LINDA,92887,20, $-   ,9, $-   ,9,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),BODEGA,94922,3, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),BODEGA BAY,94923,17, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),BOYES HOT SPRINGS,95476,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CALISTOG,94515,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CALISTOGA,94515,41,"$100,453.52 ",6,"$602,721.12 ",2,0,0,1,3,7,"$61,360.91 ","$35,069 ","$9,048 ","$17,244 ",5,1,1,1
4344,CA,Sonoma (County),CAMP MEEKER,95419,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CAZADERO,95421,10, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),CLOVERDALE,95425,75, $-   ,26, $-   ,26,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),COTATI,94931,46, $-   ,10, $-   ,10,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),DUNCANS MILLS,95430,3, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),ELDRIDGE,95442,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),ELDRIDGE,95476,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),EL VERANO,95433,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),FORESTVILLE,95436,25, $-   ,4, $-   ,4,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),FULTON,95439,8, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GEYSERVILLE,95441,19, $-   ,8, $-   ,8,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),GLEN ELLEN,95442,408,"$40,587.75 ",51,"$2,069,975.07 ",28,10,1,1,11,55,"$299,951.72 ","$240,469 ","$37,283 ","$22,200 ",47,1,7,6
4344,CA,Sonoma (County),GLENELLEN,95442,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GRATON,95444,4, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),GUERNEVILLE,95446,14, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),HEALDSBURG,95448,88, $-   ,12, $-   ,12,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),HIDDEN VALLEY LAKE,95467,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),JENNER,95450,5, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),KENWOOD,95409,4, $-   ,1, $-   ,1,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Sonoma (County),KENWOOD,95452,185,"$16,765.49 ",16,"$268,247.81 ",10,5,0,0,1,26,"$47,838.88 ","$32,799 ","$2,840 ","$12,200 ",25,0,1,1
4344,CA,Sonoma (County),LARKFIELD,95403,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),MONTE RIO,95462,4, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),OCCIDENTAL,95465,5, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),PALM DESERT,92211,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),PENNGROVE,94951,23, $-   ,5, $-   ,5,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),PETALUMA,94952,134, $-   ,34, $-   ,34,0,0,0,0,6,"$3,000.00 ",$0 ,$0 ,"$3,000 ",6,0,0,0
4344,CA,Sonoma (County),PETALUMA,94954,143, $-   ,33, $-   ,33,0,0,0,0,3,"$1,500.00 ",$0 ,$0 ,"$1,500 ",3,0,0,0
4344,CA,Sonoma (County),ROHNERT PARK,94928,157, $-   ,44, $-   ,44,0,0,0,0,4,"$1,699.99 ",$0 ,$0 ,"$1,700 ",4,0,0,0
4344,CA,Sonoma (County),SACRAMENTO,95823,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SAMTA ROSA,95403,1, $-   ,1, $-   ,1,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SAN ROSA,95403,1, $-   ,1, $-   ,1,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SANTA ROA,95403,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,94503,2,"$123,840.50 ",2,"$247,681.00 ",1,0,0,0,1,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95043,1,"$57,762.64 ",1,"$57,762.64 ",0,0,0,0,1,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95401,336,$14.70 ,77,"$1,131.61 ",74,3,0,0,0,13,"$6,500.00 ",$0 ,$0 ,"$6,500 ",13,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95403,"3,492","$55,475.68 ",410,"$22,745,030.71 ",187,38,1,5,179,915,"$1,898,102.39 ","$1,179,838 ","$219,611 ","$498,653 ",874,3,38,37
4344,CA,Sonoma (County),SANTA ROSA,95404,"2,230","$75,714.63 ",197,"$14,915,782.19 ",126,7,0,3,61,406,"$571,462.10 ","$333,059 ","$43,145 ","$195,259 ",395,2,9,7
4344,CA,Sonoma (County),SANTA ROSA,95405,286, $-   ,46, $-   ,46,0,0,0,0,19,"$9,500.00 ",$0 ,$0 ,"$9,500 ",19,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95407,198, $-   ,39, $-   ,39,0,0,0,0,5,"$2,500.00 ",$0 ,$0 ,"$2,500 ",5,0,0,0
4344,CA,Sonoma (County),SANTA ROSA,95409,764,"$1,684.43 ",90,"$151,598.51 ",80,7,0,1,2,105,"$122,965.31 ","$54,028 ","$15,761 ","$53,176 ",103,0,2,1
4344,CA,Sonoma (County),SANTA ROSA CT,95403,1, $-   ,1, $-   ,1,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SANT R,95403,1, $-   ,1, $-   ,1,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SANT ROSA,95403,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SANT ROSA,95404,1, $-   ,1, $-   ,1,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),SANT ROSE,95403,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SEBASTOPOL,95472,115, $-   ,39, $-   ,39,0,0,0,0,8,"$4,000.00 ",$0 ,$0 ,"$4,000 ",8,0,0,0
4344,CA,Sonoma (County),SHASTA LAKE,96019,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SONOMA,95476,"1,046",$299.54 ,189,"$56,613.69 ",183,5,0,0,1,76,"$52,516.54 ","$12,312 ","$4,640 ","$35,564 ",76,0,0,0
4344,CA,Sonoma (County),SOONMA,95476,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SOUTH LAKE TAHOE,96150,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),SSANTA ROSA,95403,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),STANTA ROSA,95403,1, $-   ,1, $-   ,1,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Sonoma (County),THE SEA RANCH,95497,10, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),VALLEY FORD,94972,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),WINDOR,95492,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Sonoma (County),WINDSOR,95492,151, $-   ,23, $-   ,23,0,0,0,0,8,"$4,000.00 ",$0 ,$0 ,"$4,000 ",8,0,0,0
4344,CA,Yuba (County),BEALE AFB,95903,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),BROWNS VALLEY,95918,43,"$14,789.31 ",11,"$162,682.46 ",5,3,0,0,3,6,"$41,448.48 ","$38,592 ","$1,356 ","$1,500 ",5,0,1,1
4344,CA,Yuba (County),BROWNSVILLE,95919,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),CAMPTONVILLE,95922,4, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),LINCOLN,95648,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),LOMA RICA,95901,34,"$53,368.07 ",14,"$747,152.92 ",3,3,1,0,7,14,"$126,306.75 ","$114,366 ","$8,966 ","$2,975 ",11,0,3,3
4344,CA,Yuba (County),MARYSVILLE,95901,303,"$26,971.09 ",99,"$2,670,138.11 ",45,16,1,3,34,58,"$719,872.89 ","$623,410 ","$38,102 ","$58,361 ",38,1,19,17
4344,CA,Yuba (County),OLIVEHURST,95961,15, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),OREGON HOUSE,95962,3, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),PLUMAS LAKE,95961,4, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),RACKERBY,95972,3, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),SMARTSVILLE,95977,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Yuba (County),WHEATLAND,95692,7, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4240,CA,Calaveras (County),ANGELS CAMP,95222,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),ARNOLD,95223,2, $-   ,2, $-   ,2,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),CAVE CITY,95222,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),GLENCOE,95232,14,"$52,312.43 ",8,"$418,499.40 ",3,3,0,0,$2 ,$1 ,"$32,900.00 ","$31,490 ","$1,410 ",$0 ,0,0,$1 ,$1 
4240,CA,Calaveras (County),GLENCOE,96232,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),HATHAWAY PINES,95233,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),MOKELUMNE,95245,3,"$68,032.42 ",3,"$204,097.26 ",1,1,0,0,$1 ,$2 ,"$33,730.77 ","$32,321 ","$1,410 ",$0 ,$1 ,0,$1 ,$1 
4240,CA,Calaveras (County),MOKELUMNE HILL,95245,244,"$99,466.32 ",177,"$17,605,538.06 ",34,22,1,$15 ,$105 ,$103 ,"$1,540,286.53 ","$1,356,921 ","$80,141 ","$103,225 ",$57 ,$5 ,$41 ,$32 
4240,CA,Calaveras (County),MOKELUMNE HILL,95246,1,"$204,426.38 ",1,"$204,426.38 ",0,0,0,0,$1 ,$1 ,"$32,900.00 ","$31,490 ","$1,410 ",$0 ,0,0,$1 ,$1 
4240,CA,Calaveras (County),MOKEULUMNE,95245,1,"$27,397.06 ",1,"$27,397.06 ",0,0,0,$1 ,0,$1 ,"$6,054.38 ",$0 ,"$1,410 ","$4,644 ",$1 ,0,0,$0 
4240,CA,Calaveras (County),MOKEUMNE HILL,95245,1,"$201,313.35 ",1,"$201,313.35 ",0,0,0,0,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),MONTAIN RANCH,95246,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),MOUNTAIN RANCH,5246,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
4240,CA,Calaveras (County),MOUNTAIN RANCH,95245,22,"$102,177.60 ",15,"$1,532,664.05 ",2,3,0,$3 ,$7 ,$12 ,"$149,317.06 ","$128,418 ","$13,788 ","$7,111 ",$8 ,$1 ,$3 ,$2 
4240,CA,Calaveras (County),MOUNTAIN RANCH,95246,397,"$103,577.47 ",292,"$30,244,619.81 ",57,56,0,$18 ,$161 ,$189 ,"$1,800,785.04 ","$1,607,339 ","$98,158 ","$95,288 ",$143 ,$4 ,$42 ,$34 
4240,CA,Calaveras (County),MOUNTAIN RANCH RD,95245,1, $-   ,1, $-   ,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,$0 
