IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max
523588.0,252.0,243.0,7.0,2.0,0.0,397760.0,222.0,0.0,0.0
1076909.0,322.0,304.0,14.0,4.0,0.0,146368.0,74.0,0.0,0.0
87864.0,37.0,35.0,2.0,0.0,0.0,7064.0,7.0,0.0,0.0
1194021.0,266.0,232.0,28.0,6.0,0.0,226768.0,78.0,0.0,0.0
2233637.0,674.0,632.0,30.0,12.0,0.0,317042.0,148.0,2.0,0.0
353173.0,109.0,101.0,5.0,3.0,0.0,53450.0,23.0,0.0,0.0
228112.0,83.0,79.0,2.0,2.0,0.0,27271.0,24.0,0.0,0.0
178418.0,55.0,53.0,0.0,2.0,0.0,16617.0,15.0,0.0,0.0
385321.0,126.0,119.0,4.0,3.0,0.0,136438.0,87.0,0.0,0.0
1194109.0,442.0,426.0,11.0,5.0,0.0,463636.0,313.0,0.0,0.0
848791.0,332.0,319.0,8.0,5.0,0.0,776192.0,499.0,0.0,0.0
769245.0,219.0,205.0,6.0,8.0,0.0,192022.0,117.0,0.0,0.0
284594.0,135.0,129.0,6.0,0.0,0.0,90386.0,60.0,0.0,0.0
156106.0,42.0,39.0,2.0,1.0,0.0,20857.0,19.0,0.0,0.0
486205.0,138.0,125.0,12.0,1.0,0.0,95633.0,63.0,0.0,0.0
672326.0,179.0,167.0,7.0,5.0,0.0,166984.0,118.0,0.0,0.0
721975.0,288.0,278.0,8.0,2.0,0.0,150276.0,111.0,0.0,0.0
255367.0,114.0,112.0,2.0,0.0,0.0,123691.0,70.0,0.0,0.0
1528106.0,373.0,340.0,24.0,9.0,0.0,351707.0,190.0,0.0,0.0
116647.0,46.0,45.0,1.0,0.0,0.0,12624.0,14.0,0.0,0.0
214576.0,88.0,85.0,2.0,1.0,0.0,91036.0,64.0,0.0,0.0
183508.0,74.0,71.0,2.0,1.0,0.0,70083.0,41.0,0.0,0.0
131017.0,53.0,50.0,3.0,0.0,0.0,40413.0,26.0,0.0,0.0
160234.0,69.0,69.0,0.0,0.0,0.0,47137.0,23.0,0.0,0.0
642444.0,187.0,173.0,9.0,5.0,0.0,84920.0,47.0,0.0,0.0
20424.0,5.0,4.0,1.0,0.0,0.0,4724.0,3.0,0.0,0.0
24473907.0,2713.0,1863.0,681.0,169.0,0.0,13726203.0,3719.0,0.0,0.0
1742015.0,252.0,200.0,42.0,10.0,0.0,889552.0,247.0,0.0,0.0
44553701.0,1715.0,598.0,128.0,989.0,0.0,38378529.0,5576.0,54.0,0.0
2098938.0,150.0,98.0,8.0,44.0,0.0,2965427.0,496.0,7.0,0.0
360833.0,15.0,6.0,0.0,9.0,0.0,229913.0,37.0,2.0,0.0
19260550.0,2786.0,2283.0,174.0,329.0,0.0,149989.0,112.0,0.0,0.0
551703.0,91.0,77.0,5.0,9.0,0.0,8036.0,3.0,0.0,0.0
6017059.0,1297.0,1146.0,85.0,66.0,0.0,56570.0,43.0,0.0,0.0
1094620.0,95.0,68.0,6.0,21.0,0.0,202035.0,41.0,0.0,0.0
85112.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
301356.0,36.0,27.0,9.0,0.0,0.0,26427.0,7.0,0.0,0.0
368743.0,46.0,33.0,10.0,3.0,0.0,27152.0,13.0,0.0,0.0
783087.0,152.0,132.0,18.0,2.0,0.0,39179.0,21.0,0.0,0.0
37869.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316036.0,35.0,19.0,14.0,2.0,0.0,724.0,1.0,0.0,0.0
776242.0,107.0,84.0,15.0,8.0,0.0,62303.0,16.0,0.0,0.0
172712.0,39.0,34.0,5.0,0.0,0.0,10630.0,6.0,0.0,0.0
135377.0,24.0,19.0,5.0,0.0,0.0,3368.0,2.0,0.0,0.0
245229.0,68.0,63.0,4.0,1.0,0.0,1400.0,1.0,0.0,0.0
565889.0,156.0,148.0,8.0,0.0,0.0,26878.0,11.0,0.0,0.0
3585037.0,595.0,503.0,68.0,24.0,0.0,500700.0,196.0,0.0,0.0
3442283.0,408.0,282.0,90.0,36.0,0.0,340651.0,111.0,0.0,0.0
600472.0,107.0,90.0,17.0,0.0,0.0,17714.0,7.0,0.0,0.0
170164.0,22.0,18.0,1.0,3.0,0.0,3986.0,3.0,0.0,0.0
285564.0,50.0,41.0,7.0,2.0,0.0,6462.0,4.0,0.0,0.0
335196.0,52.0,40.0,10.0,2.0,0.0,1170.0,3.0,0.0,0.0
442548.0,75.0,64.0,9.0,2.0,0.0,32153.0,12.0,0.0,0.0
141222.0,17.0,10.0,6.0,1.0,0.0,1754.0,1.0,0.0,0.0
150025.0,14.0,10.0,1.0,3.0,0.0,3723.0,1.0,0.0,0.0
589340.0,94.0,74.0,20.0,0.0,0.0,18269.0,6.0,0.0,0.0
304043.0,45.0,36.0,6.0,3.0,0.0,6864.0,4.0,0.0,0.0
52504.0,8.0,6.0,2.0,0.0,0.0,5201.0,4.0,0.0,0.0
12181.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0
9356337.0,454.0,200.0,54.0,200.0,0.0,1350259.0,186.0,0.0,0.0
508219.0,77.0,61.0,12.0,4.0,0.0,32484.0,10.0,0.0,0.0
59855.0,11.0,10.0,1.0,0.0,0.0,1130.0,1.0,0.0,0.0
154269.0,34.0,29.0,5.0,0.0,0.0,7837.0,3.0,0.0,0.0
218710.0,30.0,23.0,6.0,1.0,0.0,30421.0,12.0,0.0,0.0
3017545.0,229.0,137.0,38.0,54.0,0.0,409545.0,109.0,0.0,0.0
505421.0,95.0,78.0,13.0,4.0,0.0,53991.0,14.0,0.0,0.0
150710.0,52.0,49.0,2.0,1.0,0.0,4134.0,4.0,0.0,0.0
8174317.0,266.0,42.0,21.0,203.0,0.0,527147.0,77.0,0.0,0.0
99378.0,49.0,49.0,0.0,0.0,0.0,1578.0,2.0,0.0,0.0
63249.0,22.0,20.0,2.0,0.0,0.0,252.0,1.0,0.0,0.0
572689.0,161.0,147.0,11.0,3.0,0.0,99980.0,38.0,0.0,0.0
409921.0,143.0,136.0,7.0,0.0,0.0,80773.0,43.0,0.0,0.0
131801.0,58.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
725544.0,357.0,347.0,10.0,0.0,0.0,18430.0,11.0,0.0,0.0
55315.0,15.0,13.0,2.0,0.0,0.0,2058.0,1.0,0.0,0.0
589479.0,82.0,68.0,7.0,7.0,0.0,28894.0,11.0,0.0,0.0
71443.0,25.0,24.0,0.0,1.0,0.0,3519.0,2.0,0.0,0.0
44421.0,19.0,18.0,1.0,0.0,0.0,7322.0,1.0,0.0,0.0
125859.0,48.0,46.0,1.0,1.0,0.0,16436.0,6.0,0.0,0.0
222132.0,59.0,54.0,4.0,1.0,0.0,16887.0,12.0,0.0,0.0
53518.0,25.0,24.0,1.0,0.0,0.0,795.0,1.0,0.0,0.0
199003.0,110.0,107.0,3.0,0.0,0.0,33658.0,12.0,0.0,0.0
87185.0,26.0,24.0,2.0,0.0,0.0,2916.0,3.0,0.0,0.0
31922.0,7.0,6.0,1.0,0.0,0.0,10550.0,3.0,0.0,0.0
242987.0,45.0,39.0,2.0,4.0,0.0,14158.0,7.0,0.0,0.0
401541.0,66.0,54.0,9.0,3.0,0.0,6847.0,6.0,0.0,0.0
3784103.0,218.0,85.0,63.0,70.0,0.0,316073.0,83.0,0.0,0.0
39082.0,23.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158042.0,36.0,31.0,5.0,0.0,0.0,3934.0,2.0,0.0,0.0
58474.0,20.0,19.0,0.0,1.0,0.0,6100.0,6.0,0.0,0.0
994089.0,131.0,89.0,38.0,4.0,0.0,59337.0,17.0,0.0,0.0
225595.0,64.0,59.0,4.0,1.0,0.0,77457.0,20.0,0.0,0.0
103460.0,19.0,16.0,2.0,1.0,0.0,11977.0,3.0,0.0,0.0
130514.0,42.0,39.0,2.0,1.0,0.0,42193.0,10.0,0.0,0.0
18982.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
651793.0,107.0,82.0,19.0,6.0,0.0,19812.0,8.0,0.0,0.0
612590.0,30.0,6.0,11.0,13.0,0.0,160930.0,35.0,0.0,0.0
4047505.0,456.0,310.0,92.0,54.0,0.0,368155.0,93.0,0.0,0.0
784389.0,81.0,57.0,13.0,11.0,0.0,35216.0,8.0,0.0,0.0
188311.0,44.0,37.0,5.0,2.0,0.0,47288.0,11.0,0.0,0.0
42222.0,25.0,25.0,0.0,0.0,0.0,1400.0,1.0,0.0,0.0
15598.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110877.0,46.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
375129.0,112.0,101.0,9.0,2.0,0.0,41832.0,25.0,0.0,0.0
10726.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64081.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33768.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16358.0,10.0,10.0,0.0,0.0,0.0,892.0,1.0,0.0,0.0
416169.0,214.0,209.0,5.0,0.0,0.0,5446.0,3.0,0.0,0.0
388707.0,160.0,156.0,3.0,1.0,0.0,5046.0,5.0,0.0,0.0
121649.0,69.0,68.0,1.0,0.0,0.0,6267.0,4.0,0.0,0.0
115592.0,43.0,39.0,4.0,0.0,0.0,1430.0,1.0,0.0,0.0
346688.0,143.0,135.0,8.0,0.0,0.0,2063.0,2.0,0.0,0.0
33353.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81285.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
133908.0,9.0,2.0,7.0,0.0,0.0,3396.0,3.0,0.0,0.0
165240.0,18.0,12.0,4.0,2.0,0.0,8511.0,3.0,0.0,0.0
373129.0,30.0,11.0,16.0,3.0,0.0,13863.0,6.0,0.0,0.0
618663.0,101.0,83.0,12.0,6.0,0.0,18406.0,8.0,0.0,0.0
3104634.0,245.0,132.0,67.0,46.0,0.0,63446.0,17.0,0.0,0.0
104656.0,6.0,2.0,2.0,2.0,0.0,2062.0,1.0,0.0,0.0
203556.0,12.0,6.0,2.0,4.0,0.0,2280.0,1.0,0.0,0.0
1030132.0,86.0,48.0,23.0,15.0,0.0,51056.0,18.0,0.0,0.0
51061.0,3.0,1.0,1.0,1.0,0.0,1396.0,1.0,0.0,0.0
707463.0,114.0,92.0,15.0,7.0,0.0,61295.0,24.0,0.0,0.0
1950585.0,163.0,82.0,59.0,22.0,0.0,63984.0,29.0,0.0,0.0
108361.0,15.0,12.0,1.0,2.0,0.0,4550.0,1.0,0.0,0.0
57173.0,6.0,4.0,1.0,1.0,0.0,0,0,0,0
589.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90143.0,14.0,12.0,0.0,2.0,0.0,291593.0,84.0,0.0,0.0
47374.0,2.0,1.0,0.0,1.0,0.0,8354.0,2.0,0.0,0.0
628259.0,213.0,200.0,12.0,1.0,0.0,264868.0,162.0,0.0,0.0
16056.0,8.0,8.0,0.0,0.0,0.0,12608.0,10.0,0.0,0.0
53622.0,7.0,6.0,0.0,1.0,0.0,17236.0,6.0,0.0,0.0
833207.0,233.0,220.0,9.0,4.0,0.0,5136801.0,2023.0,2.0,0.0
9907.0,6.0,6.0,0.0,0.0,0.0,7370.0,2.0,0.0,0.0
1209.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4018.0,2.0,2.0,0.0,0.0,0.0,25092.0,2.0,0.0,0.0
222579.0,71.0,62.0,8.0,1.0,0.0,2089.0,2.0,0.0,0.0
133177.0,28.0,24.0,3.0,1.0,0.0,6651.0,7.0,0.0,0.0
87469.0,6.0,3.0,1.0,2.0,0.0,11304.0,3.0,0.0,0.0
272204.0,58.0,51.0,3.0,4.0,0.0,22990.0,8.0,0.0,0.0
56382.0,14.0,12.0,2.0,0.0,0.0,1378.0,1.0,0.0,0.0
99839.0,31.0,28.0,3.0,0.0,0.0,10454.0,7.0,0.0,0.0
292108.0,35.0,25.0,7.0,3.0,0.0,22022.0,7.0,0.0,0.0
413042.0,41.0,31.0,2.0,8.0,0.0,262874.0,104.0,0.0,0.0
66070.0,22.0,21.0,1.0,0.0,0.0,20101.0,2.0,0.0,0.0
657038.0,116.0,90.0,23.0,3.0,0.0,162031.0,47.0,0.0,0.0
475753.0,76.0,59.0,11.0,6.0,0.0,52517.0,11.0,0.0,0.0
177452.0,46.0,42.0,3.0,1.0,0.0,40910.0,4.0,0.0,0.0
50968.0,9.0,7.0,2.0,0.0,0.0,1848.0,1.0,0.0,0.0
48247.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56512.0,12.0,10.0,2.0,0.0,0.0,976.0,1.0,0.0,0.0
487843.0,87.0,74.0,8.0,5.0,0.0,65170.0,23.0,0.0,0.0
167391.0,13.0,6.0,5.0,2.0,0.0,2206.0,1.0,0.0,0.0
314841.0,49.0,39.0,9.0,1.0,0.0,26509.0,7.0,0.0,0.0
130439.0,15.0,11.0,2.0,2.0,0.0,103368.0,39.0,0.0,0.0
124830.0,40.0,38.0,2.0,0.0,0.0,46290.0,13.0,0.0,0.0
31260.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224687.0,36.0,29.0,5.0,2.0,0.0,49273.0,13.0,0.0,0.0
22017.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26412.0,6.0,5.0,1.0,0.0,0.0,0,0,0,0
17324.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0
1427650.0,286.0,250.0,26.0,10.0,0.0,170364.0,56.0,0.0,0.0
7114243.0,1119.0,846.0,270.0,3.0,0.0,712391.0,258.0,0.0,0.0
3298426.0,629.0,522.0,96.0,11.0,0.0,232832.0,108.0,0.0,0.0
1142243.0,192.0,144.0,47.0,1.0,0.0,150377.0,73.0,0.0,0.0
3623895.0,448.0,298.0,144.0,6.0,0.0,316906.0,93.0,0.0,0.0
7411940.0,1333.0,1063.0,264.0,6.0,0.0,2061022.0,771.0,0.0,0.0
18405207.0,2319.0,1436.0,842.0,41.0,0.0,3933428.0,1207.0,0.0,0.0
3696788.0,579.0,435.0,137.0,7.0,0.0,566726.0,184.0,0.0,0.0
8022615.0,1100.0,780.0,293.0,27.0,0.0,813403.0,207.0,0.0,0.0
9672865.0,1585.0,1186.0,374.0,25.0,0.0,1039349.0,322.0,0.0,0.0
82351.0,20.0,18.0,2.0,0.0,0.0,4214.0,3.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,500.0,1.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,500.0,1.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0.0,0.0,0.0,0.0
